ClassName	X	Y
Stage_1_1	5991	7573
Stage_1_2	5932	6461
Stage_2_1	5476	4264
Stage_2_2	5100	2140
Stage_2_3	4949	3122
Stage_2_3	4711	2921
Stage_2_3	4731	2594
Stage_2_3	5394	2212
Stage_2_3	5710	2258
Stage_2_3	5879	2525
Stage_3_1	3161	3383
Stage_3_2	2923	4760
wall_1_1	5396	6315
wall_1_1	5800	6298
wall_1_1	6150	6298
wall_1_2	4726	1963
wall_1_3	3213	3280
xianjing2	4682	3048
xianjing2	5601	2899
xianjing2	6276	3736
xianjing2	5316	3327
xianjing2	4824	3799
jiguan	2501	4597
jiguan	3212	4774
xianjing3	2515	4204
xianjing3	3331	4716
xianjing3	2660	4868
xianjing3	3156	4065
jiguan1_1	5290	6040
jiguan2_1	6154	5427
jiguan3_1	5234	5061
jiguan4_1	5991	4528
jiguan1_2	6236	5962
jiguan2_2	5174	5593
jiguan3_2	6129	4910
jiguan4_2	5251	4594
