起点	1140	3729
1	2471	4220
1	1903	3721
1	2179	3144
1	2789	3118
1	3082	3807
2	6248	4099
2	5758	3660
2	5904	2938
2	6567	2998
2	6807	3703
3	7754	6904
3	7152	6293
3	7470	5553
3	8365	5803
3	8270	6637
9	9511	9730
10	9337	10475
10	8597	10096
10	8537	9434
10	9174	8866
10	9827	8702
10	10352	9167
10	10507	9812
10	10068	10363
10	9079	10156
10	8915	9675
10	9242	9279
10	9690	9029
10	10000	9227
10	10086	9709
10	9690	10122
10	9397	8668
10	8769	8969
10	8313	9804
10	10378	10139
10	9716	10544
10	8847	10397
10	10516	9511
10	10180	8556
