ClassName	X	Y
wall1	1902	5250
wall1	1902	4927
jingying1	3377	5235
guaiwu1	2698	5752
guaiwu1	3259	6024
guaiwu1	3898	5826
guaiwu1	4143	5272
guaiwu1	3986	4711
guaiwu1	3491	4454
guaiwu1	2665	4681
guaiwu1	2530	5191
guaiwu1_1	3795	5910
guaiwu1_1	3799	5550
guaiwu1_1	3813	5202
guaiwu1_1	3824	4916
guaiwu1_1	3821	4575
jingying2	7663	3359
guaiwu2	7330	4129
guaiwu2	7440	3742
guaiwu2	7517	2972
guaiwu2	7353	2526
guaiwu2	7913	4165
guaiwu2	7954	3764
guaiwu2	8063	3050
guaiwu2	7863	2572
guaiwu2	8032	3373
guaiwu2	7463	3327
guaiwu2_1	7945	3992
guaiwu2_1	7986	2727
boss1	9247	7579
guaiwu3	8860	8112
guaiwu3	9634	7024
guaiwu3	9684	7830
guaiwu3	8805	7188
guaiwu3	8719	7666
guaiwu3	9716	7438
guaiwu3	9343	8003
guaiwu3	9188	7101
guaiwu3_1	8801	8244
guaiwu3_1	9912	7907
guaiwu3_1	8450	7283
guaiwu3_1	9529	6550
guaiwu3_1	9516	8098
guaiwu3_1	8833	6878
guaiwu3_2	8510	7798
guaiwu3_2	9907	7201
qinggong	4614	4423
