Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId
yewai_160_1	滇边恶匪		3735	50		170	4931	6110	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	4707	5892	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	4655	5536	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5184	6041	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5368	6197	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5713	5944	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5460	5932	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5788	5605	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5518	5628	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5029	5783	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5253	5674	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	4851	5524	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5081	5432	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5437	5449	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5770	5386	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_160_1	滇边恶匪		3735	50		170	5673	5168	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
