Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
yumeiren	虞美人		155		50	1	99	3541	12205	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	3840	12061	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	4074	11881	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	4321	11647	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	3809	11489	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	3527	11717	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	3966	11293	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	4291	11254	0	-1	0	0		0	0	0	0	0	0	0	0
yumeiren	虞美人		155		50	1	99	3319	11940	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	10736	3303	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	10693	3482	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	10420	3623	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	10620	3636	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	8793	3713	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	8959	3602	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	9130	3516	0	-1	0	0		0	0	0	0	0	0	0	0
huahui	青叶草		2213		50		99	10565	3115	0	-1	0	0		0	0	0	0	0	0	0	0
