ClassName	X	Y
Fuben_1_guaiwu_1	1656	5758
Fuben_1_guaiwu_1	2027	5830
Fuben_1_guaiwu_1	1816	5914
Fuben_1_guaiwu_1	1507	5933
Fuben_1_guaiwu_1	1687	6182
Fuben_1_guaiwu_1	1935	6086
Fuben_1_guaiwu_1	1389	5716
Fuben_1_guaiwu_1	1156	5460
Fuben_1_guaiwu_1	1381	5230
Fuben_1_guaiwu_1	2324	5903
Fuben_1_guaiwu_1	2588	5662
Fuben_1_guaiwu_1	2588	5334
Fuben_1_guaiwu_2	5546	5786
Fuben_1_guaiwu_2	5587	5347
Fuben_1_guaiwu_2	5705	5570
Fuben_1_guaiwu_2	5756	5897
Fuben_1_guaiwu_2	6000	5592
Fuben_1_guaiwu_2	5854	5287
Fuben_1_guaiwu_2	5263	4830
Fuben_1_guaiwu_2	5530	5039
Fuben_1_guaiwu_2	5791	5185
Fuben_1_guaiwu_2	5152	5926
Fuben_1_guaiwu_2	5448	5922
Fuben_1_guaiwu_2	5752	6030
BaoXiang	5900	2230
QiLiu	4561	4646
Fuben_2_guaiwu_1	6308	7915
Fuben_2_guaiwu_1	6876	7920
Fuben_2_guaiwu_1	6592	7636
Fuben_2_guaiwu_1	6213	7357
Fuben_2_guaiwu_1	6597	7220
Fuben_2_guaiwu_1	6939	7399
Fuben_2_guaiwu_1	6276	6689
Fuben_2_guaiwu_1	6445	6357
Fuben_2_guaiwu_1	6850	6768
Fuben_2_guaiwu_1	6745	6405
Fuben_2_guaiwu_2	6163	5560
Fuben_2_guaiwu_2	5815	5358
Fuben_2_guaiwu_2	5847	4956
Fuben_2_guaiwu_2	6163	4723
Fuben_2_guaiwu_2	6634	4681
Fuben_2_guaiwu_2	6990	4846
Fuben_2_guaiwu_2	7123	5217
Fuben_2_guaiwu_2	7082	5528
Fuben_2_guaiwu_2	6780	5614
ZhaoLiYin	6529	5194
Shu	5040	5300
Fuben_6_Npc1_1	6066	6500
Fuben_6_Npc2_1	6350	6150
Fuben_3_guaiwu_1	2471	4220
Fuben_3_guaiwu_1	1903	3721
Fuben_3_guaiwu_1	2179	3144
Fuben_3_guaiwu_1	2789	3118
Fuben_3_guaiwu_1	3082	3807
Fuben_3_guaiwu_2	6248	4099
Fuben_3_guaiwu_2	5758	3660
Fuben_3_guaiwu_2	5904	2938
Fuben_3_guaiwu_2	6567	2998
Fuben_3_guaiwu_2	6807	3703
Fuben_3_guaiwu_3	7754	6904
Fuben_3_guaiwu_3	7152	6293
Fuben_3_guaiwu_3	7470	5553
Fuben_3_guaiwu_3	8365	5803
Fuben_3_guaiwu_3	8270	6637
Fuben_3_guaiwu_4	9337	10475
Fuben_3_guaiwu_4	8597	10096
Fuben_3_guaiwu_4	8537	9434
Fuben_3_guaiwu_4	9174	8866
Fuben_3_guaiwu_4	9827	8702
Fuben_3_guaiwu_4	10352	9167
Fuben_3_guaiwu_4	10507	9812
Fuben_3_guaiwu_4	10068	10363
Fuben_3_guaiwu_4	9079	10156
Fuben_3_guaiwu_4	8915	9675
Fuben_3_guaiwu_4	9242	9279
Fuben_3_guaiwu_4	9690	9029
Fuben_3_guaiwu_4	10000	9227
Fuben_3_guaiwu_4	10086	9709
Fuben_3_guaiwu_4	9690	10122
Fuben_3_guaiwu_4	9397	8668
Fuben_3_guaiwu_4	8769	8969
Fuben_3_guaiwu_4	8313	9804
Fuben_3_guaiwu_4	10378	10139
Fuben_3_guaiwu_4	9716	10544
Fuben_3_guaiwu_4	8847	10397
Fuben_3_guaiwu_4	10516	9511
Fuben_3_guaiwu_4	10180	8556
Fuben_3_shizhu	9511	9730
