ClassName	X	Y
start_npc	345	1929
stage_1_1	1562	1599
stage_1_1	1452	1396
stage_1_1	1300	1151
stage_1_2	1792	1557
stage_1_2	1694	1315
stage_1_2	1541	1043
stage_1_3	1368	1816
stage_1_3	1559	1763
stage_1_3	977	1190
stage_1_3	1147	1109
stage_2_1	5062	1176
stage_2_2	5060	777
stage_2_3	4702	1329
stage_2_3	4714	1056
stage_2_3	4714	725
stage_2_4	4714	1603
stage_2_4	5055	1599
stage_2_4	4705	557
stage_2_4	5077	550
stage_3_1	4585	4502
stage_3_2	4877	4498
stage_3_3	5119	4502
stage_3_4	4672	4040
stage_3_4	5015	4050
stage_3_5	5348	4433
stage_3_5	5351	4201
stage_3_5	5336	3961
stage_4_boss	2003	4753
stage_4_1	2454	4907
stage_4_2	2055	4620
stage_4_3	2038	4274
stage_4_4	2061	5205
stage_4_4	2490	5116
stage_4_4	2741	4861
stage_4_5	1692	4298
stage_4_5	2080	4129
stage_4_5	2531	4145
yinsicao	1663	4922
qinggong	4242	4236
start_npc1	2215	4628
wall1	2195	979
wall2	5095	2242
