野怪1	5072	8944
野怪1	5660	8952
野怪1	5003	9628
野怪1	5066	8689
野怪1	5397	8677
野怪1	5514	9084
野怪1	5671	8759
野怪1	5171	9526
野怪1	5885	8930
野怪1	5445	9318
野怪1	5951	9150
野怪1	5924	9427
野怪1	5704	9309
野怪1	4799	9420
野怪1	4784	9135
野怪1	5035	9193
野怪1	5758	9598
野怪1	5528	9732
野怪1	5504	9525
野怪1	5265	9724
野怪1	5230	9301
野怪1	5268	9097
野怪1	5373	8922
野怪1	4854	8869
野怪1	2386	10386
野怪1	2103	10262
野怪1	7377	11767
野怪1	10681	11739
野怪1	10992	11782
野怪1	10788	11936
野怪1	10411	12020
野怪1	11568	9852
野怪1	11058	10297
野怪1	11739	10051
野怪1	11462	10053
野怪1	11695	10528
野怪1	11467	10700
野怪1	11820	10685
野怪1	12033	10563
野怪1	11901	10411
野怪1	12145	10291
野怪1	11680	10242
野怪1	11930	10159
野怪1	12170	10031
野怪1	11854	9899
野怪1	12040	9752
野怪1	11749	9657
野怪1	11462	9671
野怪1	11178	9745
野怪1	11308	10262
野怪1	11303	9937
野怪1	11081	10004
野怪1	11416	10498
野怪1	11563	10371
野怪1	11185	10556
野怪1	10204	12027
野怪1	10409	12334
野怪1	10407	11791
野怪1	3075	9498
野怪1	3085	10088
野怪1	2386	10182
野怪1	3128	9785
野怪1	2783	9351
野怪1	2513	9290
野怪1	2195	9304
野怪1	2016	9456
野怪1	1888	9719
野怪1	1910	10010
野怪1	2127	10010
野怪1	2138	9738
野怪1	2309	9554
野怪1	2619	9526
野怪1	2928	9708
野怪1	2564	9736
野怪1	2350	9888
野怪1	2885	9950
野怪1	2712	10429
野怪1	2964	10288
野怪1	2605	9976
野怪1	2710	10207
野怪1	2975	11948
野怪1	2633	11894
野怪1	2624	12092
野怪1	2298	11950
野怪1	2068	12195
野怪1	2048	12612
野怪1	2169	12915
野怪1	2457	13071
野怪1	2799	13098
野怪1	3259	12078
野怪1	2961	12898
野怪1	2607	12875
野怪1	2343	12736
野怪1	2244	12440
野怪1	2366	12196
野怪1	2497	12518
野怪1	2851	12678
野怪1	2970	12178
野怪1	3313	12765
野怪1	3150	13012
野怪1	3342	12347
野怪1	3101	12660
野怪1	3043	12382
野怪1	2735	12371
野怪1	4364	11806
野怪1	4455	11494
野怪1	4681	11295
野怪1	5124	11289
野怪1	5517	12366
野怪1	5212	12421
野怪1	4907	12427
野怪1	4549	12360
野怪1	5239	12234
野怪1	5464	12088
野怪1	5336	11551
野怪1	5147	11729
野怪1	4972	11472
野怪1	4605	11909
野怪1	4752	11582
野怪1	4909	11855
野怪1	4976	12140
野怪1	4701	12170
野怪1	5223	11976
野怪1	5653	12039
野怪1	5466	11383
野怪1	4422	12117
野怪1	5450	11808
野怪1	5639	11693
野怪1	7949	12582
野怪1	8212	12408
野怪1	7583	12587
野怪1	7238	12473
野怪1	7103	12211
野怪1	7086	11909
野怪1	7780	11476
野怪1	8294	12114
野怪1	7894	11905
野怪1	7662	11741
野怪1	7939	12374
野怪1	7607	12387
野怪1	7339	12254
野怪1	7313	11974
野怪1	7592	12040
野怪1	7778	12177
野怪1	8048	12150
野怪1	8138	11880
野怪1	8293	11794
野怪1	7434	11529
野怪1	7169	11650
野怪1	8089	11561
野怪1	7931	11710
野怪1	10855	12832
野怪1	11177	12735
野怪1	11369	12416
野怪1	11363	12153
野怪1	11292	11900
野怪1	11154	12294
野怪1	11097	12019
野怪1	10943	12432
野怪1	10904	12163
野怪1	10808	12641
野怪1	10536	12615
野怪1	10645	12137
野怪1	10664	12397
野怪1	11109	12593
野怪1	10229	12591
野怪1	10467	12829
野怪1	10181	12326
野怪2	9821	8963
野怪2	9692	9090
野怪2	9187	8355
野怪2	9319	8554
野怪2	9607	8390
野怪2	10168	8665
野怪2	9826	9330
野怪2	9875	8257
野怪2	9249	8898
野怪2	9441	9149
野怪2	9592	9410
野怪2	9514	8852
野怪2	9258	9318
野怪2	9020	9108
野怪2	8933	8834
野怪2	9015	8568
野怪2	9519	8180
野怪2	10150	8417
野怪2	9674	8664
野怪2	9898	8623
野怪2	10040	8893
野怪2	10063	9154
野怪2	10260	8998
野怪2	10305	8655
野怪2	11485	3123
野怪2	12679	6026
野怪2	9442	5278
野怪2	12596	6526
野怪2	8351	2866
野怪2	7564	3094
野怪2	7515	3402
野怪2	7542	3710
野怪2	8652	3571
野怪2	8446	3635
野怪2	8434	3368
野怪2	7717	3568
野怪2	7717	3908
野怪2	7911	3778
野怪2	8245	3516
野怪2	7829	3307
野怪2	8206	3775
野怪2	7999	3960
野怪2	8576	3790
野怪2	8005	3507
野怪2	8072	2866
野怪2	7756	2891
野怪2	7942	3097
野怪2	8552	3018
野怪2	8619	3310
野怪2	8340	3921
野怪2	8130	3275
野怪2	8316	3103
野怪2	2982	6342
野怪2	3154	6499
野怪2	2669	7008
野怪2	2862	7014
野怪2	3068	7193
野怪2	3307	6307
野怪2	3621	6397
野怪2	3830	6573
野怪2	3419	6588
野怪2	3869	6824
野怪2	3053	6784
野怪2	3863	7114
野怪2	3035	7443
野怪2	3346	7235
野怪2	3685	7008
野怪2	3582	6796
野怪2	3261	6890
野怪2	3494	7081
野怪2	3367	7453
野怪2	2769	7292
野怪2	3669	7365
野怪2	2669	6715
野怪2	2781	6425
野怪2	2868	6666
野怪2	6124	5231
野怪2	5750	5622
野怪2	5383	5592
野怪2	5093	5420
野怪2	4996	5083
野怪2	5029	4759
野怪2	5194	4529
野怪2	5538	4489
野怪2	5836	4499
野怪2	6077	4630
野怪2	6163	4916
野怪2	5621	4671
野怪2	5315	4731
野怪2	5214	5002
野怪2	5475	4957
野怪2	5340	5308
野怪2	5629	5447
野怪2	5776	4919
野怪2	6003	5035
野怪2	6067	5518
野怪2	5881	5289
野怪2	5870	4707
野怪2	3818	3130
野怪2	3378	2362
野怪2	3644	2501
野怪2	2808	2992
野怪2	3023	2547
野怪2	3422	2557
野怪2	3578	2779
野怪2	3644	3007
野怪2	3053	2928
野怪2	3230	3135
野怪2	3394	3288
野怪2	3232	2759
野怪2	3383	2953
野怪2	3643	3348
野怪2	3802	2786
野怪2	3021	3231
野怪2	3263	3462
野怪2	2931	3372
野怪2	2683	3192
野怪2	2589	2916
野怪2	2642	2674
野怪2	2805	2447
野怪2	2897	2739
野怪2	3079	2370
野怪2	5723	5129
野怪2	5544	5228
野怪2	10382	5404
野怪2	10214	5108
野怪2	9915	5016
野怪2	9613	5001
野怪2	9403	6025
野怪2	9681	6096
野怪2	9962	6099
野怪2	10220	6019
野怪2	10373	5774
野怪2	10060	5274
野怪2	9782	5214
野怪2	9379	5504
野怪2	9983	5522
野怪2	9788	5927
野怪2	9867	5703
野怪2	9646	5519
野怪2	10113	5762
野怪2	10193	5525
野怪2	9502	5789
野怪2	9215	5830
野怪2	9209	5282
野怪2	9321	5048
野怪2	9130	5573
野怪2	12754	5571
野怪2	12431	5560
野怪2	12143	6300
野怪2	12327	6679
野怪2	12642	6717
野怪2	12026	6518
野怪2	11910	6214
野怪2	12261	5850
野怪2	12145	6072
野怪2	12434	6036
野怪2	12349	6444
野怪2	12580	5800
野怪2	12894	6327
野怪2	12567	6269
野怪2	12928	6585
野怪2	13107	6390
野怪2	12935	6090
野怪2	13125	6019
野怪2	12844	5847
野怪2	13007	5715
野怪2	11956	5900
野怪2	12144	5627
野怪2	11790	3119
野怪2	11264	3239
野怪2	11904	3362
野怪2	11604	3770
野怪2	11665	3331
野怪2	12013	3167
野怪2	12208	3095
野怪2	11950	2913
野怪2	11637	2878
野怪2	11329	2945
野怪2	11088	3111
野怪2	10990	3429
野怪2	11315	3634
野怪2	11445	3421
野怪2	11110	3739
野怪2	11351	3890
野怪2	12063	3455
野怪2	12208	3374
野怪2	11704	3557
野怪2	11917	3686
野怪2	11950	3914
野怪2	12171	3673
野怪2	11645	3982
高级藏宝图	1849	13958
高级藏宝图	1063	12093
高级藏宝图	8563	10547
高级藏宝图	9253	12425
高级藏宝图	12760	13732
高级藏宝图	14522	10533
高级藏宝图	13816	7813
高级藏宝图	14669	2734
高级藏宝图	5566	2782
高级藏宝图	2065	2087
高级藏宝图	2679	4988
高级藏宝图	2259	7991
高级藏宝图	12579	1898
Cook_Lajiao1	12707	4558
Cook_Lajiao1	7270	2790
Cook_Lajiao1	2939	5685
Cook_Lajiao1	1569	9799
Cook_Lajiao1	4011	12410
Cook_Lajiao1	8008	9231
Cook_Lajiao1	5312	6608
Cook_Lajiao2	13158	2360
Cook_Lajiao2	6145	12855
Cook_Lajiao2	12368	13366
Cook_Lajiao2	12982	7952
Cook_Lajiao2	13333	6735
