Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId
citynpc1	唐影	100	620	200	1	99	16100	11550	53	-1	0	0		0	0	0	0	0	0	0	0	
citynpc2	张琳心	101	621	200	1	99	14739	11250	63	-1	0	0		0	0	0	0	0	0	0	0	
citynpc3	陆文龙		630	150		99	11188	9384	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc4	纳兰真	128	90	200	1	99	12621	14938	53	-1	0	0		0	0	0	0	0	0	0	0	
citynpc5	紫轩	121	622	150	1	99	12760	18840	33	-1	0	0		0	0	0	0	0	0	0	0	
citynpc6	纳兰潜凛	151	629	150	1	99	7730	10590	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc7	小殷方	106	623	150		99	14140	12080	32	-1	0	0		0	0	0	0	0	0	0	0	
citynpc8	孟知秋	107	100	150		99	7860	12520	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc9	月眉儿		97	150		99	14940	17900	51	-1	0	0		0	0	0	0	0	0	0	0	
citynpc10	公孙惜花	110	99	150		99	9570	11560	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc11	玄天道人		626	150		99	14020	17480	55	-1	0	0		0	0	0	0	0	0	0	0	
citynpc12	家族总管		627	150		99	10950	14140	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc13	杨影枫	113	624	150		99	12440	14510	57	-1	0	0		0	0	0	0	0	0	0	0	
citynpc14	独孤剑	114	88	150		99	15130	12650	45	-1	0	0		0	0	0	0	0	0	0	0	
citynpc15	燕若雪		631	150		99	12121	14161	55	-1	0	0		0	0	0	0	0	0	0	0	
citynpc16	蔷薇		632	150		99	12860	15930	50	-1	0	0		0	0	0	0	0	0	0	0	
citynpc17	张如梦	108	625	150		99	8570	14180	50	-1	0	0		0	0	0	0	0	0	0	0	
citynpc18	腾云		693	150		99	12380	18530	16	-1	0	0		0	0	0	0	0	0	0	0	
citynpc19	驾雾		699	150		99	12370	18680	19	-1	0	0		0	0	0	0	0	0	0	0	
citynpc20	秋依水		694	150		99	8650	11040	60	-1	0	0		0	0	0	0	0	0	0	0	
citynpc21	刘云	105	91	150		99	12027	9384	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc22	杨瑛		633	150		99	16130	13350	48	-1	0	0		0	0	0	0	0	0	0	0	
citynpc23	柴嵩		1350	150		99	11140	10360	53	-1	0	0		0	0	0	0	0	0	0	0	
citynpc24	南宫飞云		89	150		99	15650	11300	2	-1	0	0		0	0	0	0	0	0	0	0	
citynpc25	张风		92	150		99	14502	11245	62	-1	0	0		0	0	0	0	0	0	0	0	
citynpc26	清晓		1529	150		99	12130	10330	15	-1	0	0		0	0	0	0	0	0	0	0	
citynpc27	祝子虚		1528	150		99	8950	12920	51	-1	0	0		0	0	0	0	0	0	0	0	
citynpc28	黄暮云	123	1530	150	1	99	8070	13370	0	-1	0	0		0	0	0	0	0	0	0	0	
citynpc29	小紫烟	118	95	150		99	15200	13140	0	-1	0	0		0	0	0	0	0	0	0	0	
CommerceTask	万金财	109	190	200	1	99	13100	17870	0	-1	0	0		0	0	0	0	0	0	0	0	
daiyanren_tingting	挺哥	5000	1666	150	1	99	9700	17500	43	-1	0	0		0	0	0	0	0	0	0	0	
daiyanren_yuanyuan	小缘	5001	1667	150		99	9600	17400	11	-1	0	0		0	0	0	0	0	0	0	0	6008
Arena_np1	武僧	115	1829	200	1	99	14312	12641	53	-1	0	0		0	0	0	0	0	0	0	0	
Daiyanren_City_zhaoliying	颖宝宝	120	2279		1	1	15110	11210	63	0	-1	0	0		0	0	0	0	0	0	0	0
Daiyanren_City_lingengxin	林更新	122	2326	150	1	99	13377	17839	0	-1	0	0		0	0	0	0	0	0	0	0	
Marry_yuelao	月老	125	2371	150	1	99	18287	12628	50	-1	0	0		0	0	0	0	0	0	0	0	
Marry_hongniang	红娘	126	2372	150	1	99	18079	12127	0	-1	0	0		0	0	0	0	0	0	0	0	
Marry_huatong1	凤囍	124	2373	150	1	99	18338	12955	46	-1	0	0		0	0	0	0	0	0	0	0	
GoodVoice_diaoxiang	好声音雕像（本服冠军）	7210	2940	150			12621	15038	0	-1	0	0		0	0	0	0	0	0	0	0	
hehua1	莲藕		3208	50	1	99	8273	19503	0	-1	0	0		0	0	0	0	0	0	0	0	
hehua2	莲藕		3208	50	1	99	8240	17648	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	11028	16627	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	12872	14782	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	12244	16569	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	12951	19319	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	13339	19147	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	15135	17130	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	16687	15463	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	12060	10255	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	10915	19245	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	10698	14193	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe4	礼盒		3692	20		99	12788	17792	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	10664	16518	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	12809	14450	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	12576	16524	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	13103	19323	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	14685	18591	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	15135	17297	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	9705	12837	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	10826	19251	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	9336	19257	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	10439	14361	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	14637	18726	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	13101	17815	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe5	礼盒		3693	20		99	8847	16328	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	10444	16282	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	12643	14265	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	12229	14134	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	12793	16263	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	16432	15530	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	13244	19126	0	-1	0	0		0	0	0	0	0	0	0	0	
lihe6	礼盒		3694	20		99	17184	19157	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	12794	14756	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	16630	15424	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	14823	18670	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	14041	17294	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	11843	19875	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	10860	19124	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	9277	19165	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan2	酒坛		3696	20		99	14970	17766	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan3	酒坛		3697	20		99	11635	19954	0	-1	0	0		0	0	0	0	0	0	0	0	
jiutan3	酒坛		3697	20		99	17314	19022	0	-1	0	0		0	0	0	0	0	0	0	0	
