Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId
laoban	老板娘		3214	200	1	99	3689	6769	32	-1	0	0		0	0	0	0	0	0	0	0	
jinshinei	室内		73	200		99	5685	17601	0	-1	0	0		0	0	0	0	0	0	0	0	
qushiwai	庭院		73	200		99	3096	6525	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	4671	6884	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	4665	6490	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	4664	6100	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	4570	9100	33	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	5003	9102	33	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	5892	9106	33	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	6695	8541	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	6699	8147	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	6702	7757	0	-1	0	0		0	0	0	0	0	0	0	0	
fuzi	福字		3432	200		99	5526	8109	0	-1	0	0		0	0	0	0	0	0	0	0	
yuanbao	元宝		3438	200		99	5317	4670	0	-1	0	0		0	0	0	0	0	0	0	0	
yuanbao	元宝		3438	200		99	5431	5037	0	-1	0	0		0	0	0	0	0	0	0	0	
yuanbao	元宝		3438	200		99	3981	4993	0	-1	0	0		0	0	0	0	0	0	0	0	
yuanbao	元宝		3438	200		99	4104	4632	0	-1	0	0		0	0	0	0	0	0	0	0	
yuanbao	元宝		3438	200		99	4054	5461	0	-1	0	0		0	0	0	0	0	0	0	0	
