ClassName	X	Y
box	5923	6711
gouhuo	4607	17740
huodui	4525	17790
huodui	4595	17793
huodui	4667	17791
huodui	4672	17732
huodui	4672	17690
huodui	4609	17683
huodui	4528	17682
huodui	4553	17732
NpcPos	3868	18546
NpcPos	3729	18327
NpcPos	3993	18243
NpcPos	3517	18230
NpcPos	3774	18105
NpcPos	3535	17952
NpcPos	3840	17941
NpcPos	3507	17715
NpcPos	3771	17722
NpcPos	3535	17517
NpcPos	3868	17514
NpcPos	3674	17309
NpcPos	3517	17174
NpcPos	3760	17035
NpcPos	4021	17135
NpcPos	4014	17361
NpcPos	3981	16805
NpcPos	4240	16616
NpcPos	4393	16397
NpcPos	4559	16344
NpcPos	4708	16602
NpcPos	4317	16845
NpcPos	4061	16553
NpcPos	4187	16367
NpcPos	4585	16795
NpcPos	4681	16891
NpcPos	4943	16854
NpcPos	4788	16752
NpcPos	4628	16586
NpcPos	5013	16626
NpcPos	5143	16851
NpcPos	5182	16639
NpcPos	4993	16805
NpcPos	4864	16513
NpcPos	4685	16310
NpcPos	5269	16463
NpcPos	5415	16908
NpcPos	5285	17024
NpcPos	5292	17150
NpcPos	5471	17339
NpcPos	5551	17485
NpcPos	5527	17601
NpcPos	5461	17787
NpcPos	5385	18002
NpcPos	5398	18201
NpcPos	5249	18546
NpcPos	4970	18533
NpcPos	4867	18709
NpcPos	4705	18706
NpcPos	4469	18732
NpcPos	4320	18752
NpcPos	4071	18387
NpcPos	4366	18361
NpcPos	4655	18364
NpcPos	4665	18583
NpcPos	5063	18241
NpcPos	4804	18321
NpcPos	4834	18440
NpcPos	4645	18165
NpcPos	4983	18108
NpcPos	5070	18009
NpcPos	4632	18049
NpcPos	4098	17989
NpcPos	4035	18075
NpcPos	4124	17717
NpcPos	4058	17584
NpcPos	4287	17392
NpcPos	4267	17209
NpcPos	4529	17140
NpcPos	4748	17127
NpcPos	4987	17130
NpcPos	5149	17336
NpcPos	5202	17481
NpcPos	5212	17641
NpcPos	5162	17813
NpcPos	4841	17734
NpcPos	4695	17604
NpcPos	4655	17365
NpcPos	4827	17312
NpcPos	4970	17501
NpcPos	4814	17525
NpcPos	5033	17674
NpcPos	4867	17843
NpcPos	4635	17823
NpcPos	4526	17614
NpcPos	4399	17611
NpcPos	4293	17800
NpcPos	4310	17893
NpcPos	4469	17966
NpcPos	4811	18052
NpcPos	5235	18148
NpcPos	4509	18497
NpcPos	4140	16985
NpcPos	3985	17819
NpcPos	5125	17033
NpcPos	3864	18368
