Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
guai_2	无忧教护法		1147		100		30	1627	2940	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1314	2714	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1059	2928	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	879	2638	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	937	2175	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1314	1943	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1505	2297	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1928	2291	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1957	1908	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1998	2830	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	1355	3316	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	2392	2743	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	2363	2134	0	-1	0	0		0	0	0	0	0	0	0	0
guai_2	无忧教护法		1147		100		30	2368	1717	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	2061	3206	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	1384	1584	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	1691	1485	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	2114	1352	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	619	2337	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	688	1891	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	636	2957	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4651	2743	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4952	2986	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5283	3177	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5868	2789	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6013	2088	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5352	2760	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4495	2499	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4402	1978	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5010	2244	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4269	2233	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4750	1503	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4779	1202	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5294	1184	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5746	1161	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6059	1468	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5688	1526	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5213	1555	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4790	1908	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4703	2308	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5410	2146	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5630	2366	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6059	2395	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5729	1926	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5625	3003	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5034	2627	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6227	1839	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5352	7117	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5080	6943	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4889	7204	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4634	7053	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4535	6572	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4912	6624	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4808	6236	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4605	5703	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5190	5547	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5103	5912	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5764	5773	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	4454	6005	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5225	6242	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5364	6578	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5711	7053	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5769	6688	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	5654	6132	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6048	5854	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6048	6433	0	-1	0	0		0	0	0	0	0	0		
guai_2	无忧教护法		1147		100		30	6036	6885	0	-1	0	0		0	0	0	0	0	0		
