ClassName	X	Y
1_1_1_1	5600	2161
1_1_1_2	6192	2396
1_1_1_3	5707	2538
1_1_1_4	6052	2039
1_1_1_5	5944	2501
1_1_1_6	5832	2054
1_1_2_1	6253	5588
1_1_2_1	6806	5596
1_1_2_2	6827	4960
1_1_2_3	6230	4966
1_1_2_3	6204	5301
1_1_2_4	6871	5294
1_1_2_5	6506	5304
1_1_2_6	6675	5436
1_1_2_7	6020	5414
1_1_3	2643	6330
1_1_4	5237	4664
1_1_5_1	5716	2225
1_1_5_2	5902	2089
1_1_5_3	6274	2200
1_1_5_4	6289	1941
guaiwu1	5651	5520
guaiwu1	5660	5217
guaiwu1	5669	4958
guaiwu1	5693	4711
guaiwu1	7211	5630
guaiwu1	7211	5321
guaiwu1	7217	5031
guaiwu1	7238	4732
guaiwu2	5953	5959
guaiwu2	6289	5938
guaiwu2	6594	5932
guaiwu2	6899	5920
guaiwu3	6209	5431
guaiwu3	6215	5047
guaiwu3	6777	5459
guaiwu3	6805	5043
