ClassName	X	Y
4_4_1_1	1914	2469
4_4_1_1	2187	2286
4_4_1_2	1829	2634
4_4_1_2	2202	2759
4_4_1_2	2404	2422
4_4_2_1	2126	3330
4_4_2_1	2482	3340
4_4_2_2	1941	3499
4_4_2_2	2144	3760
4_4_2_2	2507	3599
4_4_3_1	1778	5985
4_4_3_1	1698	5708
4_4_3_1	1379	5626
4_4_3_2	1528	5852
4_4_4_1	3649	5382
4_4_4_2	3631	5650
4_4_4_3	2928	5382
4_4_4_4	2934	5661
4_4_5_1	5264	5899
4_4_5_1	5533	5644
4_4_5_1	5498	5248
4_4_5_1	5285	5055
4_4_5_2	4881	5889
4_4_5_2	4682	5661
4_4_5_2	4702	5245
4_4_5_2	4957	5021
4_4_5_3	5088	5995
4_4_5_3	5071	4876
4_4_5_3	5316	5475
4_4_6	6096	5726
4_4_6_1	6170	5553
4_4_6_1	5892	5388
4_4_6_1	6167	5979
4_4_6_1	5877	6074
4_4_7	5191	2031
4_4_8	4561	4646
wall_1_1	2094	4490
wall_1_2	2759	5485
wall_1_3	3881	5520
zhanglinxin	5397	2276
dugujian	4226	2357
path1	5042	2277
path2	5815	1447
