ClassName	X	Y
gw1_1	2516	1685
gw1_1	2787	1670
gw1_1	3080	1663
gw1_1	3343	1619
gw1_1	2457	1084
gw1_1	2794	1202
gw1_1	3072	1282
gw1_1	3351	1355
gw1_2	2882	1472
gw2_1	3104	4020
gw2_1	3091	3618
gw2_1	3084	3115
gw2_1	3701	3089
gw2_1	4257	3055
gw2_1	4263	3625
gw2_1	4270	4060
gw2_1	3714	4054
gw2_2	3721	3598
wall_1	3747	1443
wall_3	3082	6322
wall_2	2551	3872
boss	1950	6645
lishi	1567	6434
lishi	2330	6422
nangongfeiyun	3556	6326
qiuyishui	5278	6526
zhaowushuang	5294	6048
tangying	5682	6510
chaisong	5698	6027
