ClassName	X	Y
Start_Npc1	5471	5827
3_6_1_1	1088	2118
3_6_1_1	1466	2125
3_6_1_1	1088	1861
3_6_1_1	1466	1861
3_6_1_2	669	2115
3_6_1_2	923	1721
3_6_1_2	1902	2160
3_6_1_2	1673	1724
3_6_2_1	5783	2553
3_6_2_1	5786	2132
3_6_2_1	6118	2603
3_6_2_1	6147	2111
3_6_2_2	5959	2320
3_6_2_3	5346	2673
3_6_2_3	5907	2700
3_6_2_3	5335	1930
3_6_2_3	5865	1907
3_6_3_1	5271	5849
3_6_3_1	5685	5861
3_6_3_1	5218	6247
3_6_3_1	5734	6271
3_6_3_2	5480	6029
3_6_3_3	4906	5890
3_6_3_3	5119	5497
3_6_3_3	6021	5931
3_6_3_3	5825	5513
3_6_4	5475	6126
wall_1_1	2556	2404
wall_1_1	2556	2218
wall_1_2	5318	3559
wall_1_2	5571	3559
qiangwei	5420	7058
