Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	
ToNextFloor1	二层入口一		74	150	1	99	6030	9130	0	-1		0	0		0	0	0	0	0	0	0	0
ToNextFloor2	二层入口二		74	150	1	99	12010	12300	0	-1		0	0		0	0	0	0	0	0	0	0
ToBossRoom1	一层玄天武机						8860	12010	0	-1		0	0		0	0	0	0	0	0	0	0
ToBossRoom2	一层白起						3850	6360	0	-1		0	0		0	0	0	0	0	0	0	0
ToBossRoom3	一层李斯						11880	3760	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6759	3419	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6561	3275	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6915	3191	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6699	3107	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6831	2927	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1330	12403	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1060	12187	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1216	11904	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1493	11838	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1595	12193	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7612	14030	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7359	13796	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7876	13814	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7498	13562	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7768	13538	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7738	11334	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7486	11178	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7942	11094	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7534	10902	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	7810	10823	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13040	7881	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	12752	7737	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13268	7707	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	12860	7353	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13178	7299	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13016	1606	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	12752	1414	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13238	1414	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	12848	1143	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13136	1107	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10367	1590	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10076	1389	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10658	1381	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10210	1135	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10531	1091	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2263	1590	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2017	1411	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2524	1434	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2129	1113	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2434	1120	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2211	9694	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1942	9500	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2509	9463	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2099	9180	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2404	9150	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	9493	8455	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	9137	8336	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	9758	8245	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	9305	8050	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	9633	8008	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3883	11351	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4246	11190	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3576	11127	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3743	10946	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4036	10939	0	-1		0	0		0	0	0	0	0	0	0	0
