Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
yewai_90_pk_1	蛮熊		2047	50		100	5089	15326	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4919	15493	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5051	16056	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4888	16162	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5217	15887	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5010	15900	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5083	15730	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5141	15561	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4869	15801	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4777	15666	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4745	15944	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5326	16133	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5192	16280	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5435	15730	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5767	15660	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5620	15452	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5582	15673	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5336	15583	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5355	15356	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5400	15938	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5614	16101	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5441	16238	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5591	15890	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5754	15947	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9904	16348	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9556	15779	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10039	16145	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10112	15898	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10109	15702	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10286	15761	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10209	15494	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9982	15581	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9886	15441	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9684	15910	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9647	15609	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9560	15466	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10237	16069	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9404	15690	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9451	15988	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9758	16156	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9920	15954	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9864	15752	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9665	16355	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	9494	16237	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	10386	16122	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	7926	13973	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	8199	14032	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5814	13442	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4926	13266	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5149	13702	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5412	13734	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5444	13105	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5774	12810	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5388	12743	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5201	12962	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5002	12810	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4775	13065	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4942	13582	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4739	13431	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	4907	13785	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5628	13601	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5606	13358	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5370	13372	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5167	13477	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5156	13216	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5639	13866	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5268	13927	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5773	13209	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5631	13013	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5958	13231	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	5951	13623	0	0	-1	0	0	-1	0	0	0	0	0	0	0
yewai_90_pk_1	蛮熊		2047	50		100	8157	11146	0	0	-1	0	0	-1	0	0	0	0	0	0	0
