ClassName	X	Y
wall1	2826	4216
wall2	3935	3862
guaiwu1	2231	5957
guaiwu1	2569	6032
guaiwu1	2867	6055
guaiwu1	2247	5664
guaiwu1	2590	5725
guaiwu1	2846	5773
guaiwu1	2424	5432
guaiwu1	2717	5459
guaiwu2	2419	4701
guaiwu2	2730	4742
guaiwu2	2544	4496
guaiwu2	2762	4512
guaiwu3	2587	2815
guaiwu3	3094	2811
guaiwu3	2578	2545
guaiwu3	3112	2570
guaiwu3	2594	2313
guaiwu3	3128	2325
guaiwu3	2301	2522
guaiwu3	3312	2577
guaiwu4_1	5181	5191
guaiwu4_1	5352	5021
guaiwu4_1	5549	4837
guaiwu4_1	5418	5421
guaiwu4_1	5563	5278
guaiwu4_1	5765	5123
guaiwu4_1	5131	5387
guaiwu4_1	5758	4914
guaiwu4_2	4807	4932
guaiwu4_2	5127	4689
guaiwu4_2	4686	4628
guaiwu4_2	4986	4449
qinggong	5988	4357
fangmian	5927	1949
dugujian	5934	2307
zhanglinxin	6255	2123
yangying	5784	2213
dugujian1	5913	1984
path1	5122	1852
path2	5297	1861
