ClassName	X	Y
yangyingfeng	7521	6576
qiangwei	7970	6593
guaiwu1	3327	9091
guaiwu2	3385	7716
guaiwu2	3348	8484
guaiwu2	3403	7113
guaiwu3	3228	3436
guaiwu3	3658	3419
guaiwu3	3196	3046
guaiwu3	3666	3046
guaiwu3	2869	3320
guaiwu3	3951	3164
guaiwu4	2806	3103
guaiwu4	3694	2820
guaiwu5	7588	3623
guaiwu5	7592	3132
guaiwu5	8043	3583
guaiwu5	8000	3089
guaiwu5	7817	3376
guaiwu6	7825	3845
guaiwu6	7782	2863
guaiwu6	8272	3644
guaiwu6	8186	3017
nalanzhen	7547	8259
yuemeier	7928	8254
path1	7542	7939
path2	7913	7939
path3	7770	7384
shouling	7694	8944
path4	7770	7664
guaiwu7	7021	8599
guaiwu7	7716	8583
guaiwu7	8299	8573
guaiwu7	7356	8573
guaiwu7	8035	8573
guaiwu7	8502	8560
guaiwu7	7012	8244
guaiwu7	7345	8244
guaiwu7	8152	8236
guaiwu7	8431	8230
guaiwu7	7010	7941
guaiwu7	7332	7938
guaiwu7	8146	7949
guaiwu7	8436	7930
guaiwu7	6999	7700
guaiwu7	7288	7697
guaiwu7	8130	7675
guaiwu7	8420	7675
path5	7851	7908
path6	7695	9207
men1	3443	6833
men2	4618	3285
men3	7829	4586
jiguan1	2182	8812
jiguan2	4525	8166
jiguan3	2179	7414
jiguan4	2881	6932
jiguan5	3946	6939
jpath1	4527	8812
jpath2	2182	8166
jpath3	4505	7414
jpath4	2881	9229
jpath5	3946	9243
