ClassName	X	Y
boss1	4704	4883
wall1	3059	5712
wall1	3295	5900
skill_point_1	4487	4881
skill_point_1	4697	4664
skill_point_1	4717	5117
skill_point_1	4881	4867
skill_point_1	4529	5085
skill_point_1	4873	4691
skill_point_1	4913	5072
skill_point_1	4511	4682
skill_point_2	4717	5378
skill_point_2	4695	4429
skill_point_2	5151	4875
skill_point_2	4223	4885
skill_point_2	4367	5244
skill_point_2	4995	4563
skill_point_2	5038	5216
skill_point_2	4348	4604
skill_point_3	4011	5181
skill_point_3	5325	4582
skill_point_3	4405	4260
skill_point_3	4998	5540
skill_point_3	4467	5465
skill_point_3	4991	4264
skill_point_3	4055	4579
skill_point_3	5325	5188
skill_point_4	4713	5777
skill_point_4	4692	4005
skill_point_4	3808	4872
skill_point_4	5524	4855
skill_point_4	4097	5534
skill_point_4	5350	4205
skill_point_4	5397	5577
skill_point_4	4029	4226
skill_point_4	4275	5866
skill_point_4	5146	5840
skill_point_4	5643	5237
skill_point_4	5618	4464
skill_point_4	5078	3937
skill_point_4	4288	3958
skill_point_4	3723	4481
skill_point_4	3668	5369
