ClassName	X	Y
Start_Npc1	2767	5801
4_1_1_1	2720	2194
4_1_1_1	2563	1932
4_1_1_1	2771	1792
4_1_1_1	2967	2083
4_1_1_2	2700	2454
4_1_1_2	3042	2233
4_1_1_2	2179	1832
4_1_1_2	2520	1645
4_1_2_1	5768	3385
4_1_2_1	5726	2853
4_1_2_2	6156	2770
4_1_2_2	6533	2532
4_1_2_3	6963	2874
4_1_2_3	7022	3423
4_1_3_1	5765	5481
4_1_3_1	5584	5250
4_1_3_1	5497	5574
4_1_3_1	5365	5350
4_1_3_2	5783	4946
4_1_3_2	6088	5393
4_1_3_3	6360	6061
4_1_3_3	6360	6282
4_1_3_3	6645	6043
4_1_3_4	6527	6200
4_1_4_1	2981	5506
4_1_4_1	2966	5184
4_1_4_1	2734	5184
4_1_4_1	2737	5509
4_1_4_2	3473	5420
4_1_4_2	3371	4973
4_1_5	2569	4883
wall_1_1	4172	2660
wall_1_2	6397	4512
wall_1_3	4360	5526
shibei	2777	5910
