Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
task_yangyingfeng	杨影枫		1003	73	100	100	99	8820	7430	39	-1	0	0		0	0	0	0	0	0	0	0
task_jiashao	贾少		1009		100	1	20	10129	2255	0	-1	0	0		-1	0	0	0	0	0	0	0
task_cunmin	男村民		1068		100	100	99	9050	6920	51	-1	0	0		0	0	0	0	0	0	0	0
task_muchai	木柴		1273		100	100	99	9800	7750	27	-1	0	0		0	0	0	0	0	0	0	0
task_guozi	果子		1349		100	100	99	7310	6810	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2622	12709	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2452	12484	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5254	10164	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5245	9768	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5418	9476	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5810	9404	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	6347	10151	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	6379	9782	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	6201	9486	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	6043	10131	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5798	9886	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	6085	9691	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5534	9668	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	5126	11951	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	7573	12805	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	7299	12521	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	11882	5713	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2007	8559	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2598	8226	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2252	9058	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	1974	8850	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2302	8800	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2606	8588	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2390	8467	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2252	8244	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2693	8823	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2529	9068	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	3076	8806	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2930	8293	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2844	8573	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	3063	8526	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	2796	12570	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	3134	12218	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_3	鬼面刺客		1750		50		20	3207	12721	0	-1	0	0		-1	0	0	0	0	0	0	0
