ClassName	X	Y
Stone1	4582	4804
Stone1	4988	4816
Stone2	5684	4747
Stone2	5898	4433
Stone3	6314	3293
Stone3	6377	3583
Stone4	9220	9154
Stone4	9676	8868
Flag_1_1	4260	6191
Flag_1_2	4404	7888
Flag_1_3	6481	8906
Flag_2_1	6440	5122
Flag_2_2	7458	6051
Flag_2_3	8356	7357
Flag_3_1	7417	3270
Flag_3_2	9196	3682
Flag_3_3	10307	5245
enemy_1_1	4154	6729
enemy_1_1	4690	6561
enemy_1_1	3724	6229
enemy_1_1	3814	5599
enemy_1_1	4409	5411
enemy_1_1	4886	5798
enemy_1_1	3912	6483
enemy_1_1	4444	6585
enemy_1_1	4683	6029
enemy_1_1	4628	5649
enemy_1_1	4135	5583
enemy_1_1	3841	5904
enemy_1_3	6467	9342
enemy_1_3	6993	8986
enemy_1_3	6835	8315
enemy_1_3	6355	8308
enemy_1_3	5914	8940
enemy_2_1	6416	5610
enemy_2_1	6839	5571
enemy_2_1	7136	5333
enemy_2_1	7007	4910
enemy_2_1	6576	4769
enemy_2_1	6142	4691
enemy_2_1	5958	5129
enemy_2_1	6600	5943
enemy_2_1	7390	5638
enemy_2_1	6737	5180
enemy_2_1	6968	5873
enemy_2_1	5954	4879
enemy_2_3	7553	7182
enemy_2_3	8317	7176
enemy_2_3	8541	6728
enemy_2_3	8376	6142
enemy_2_3	7329	6623
enemy_3_1	7402	3756
enemy_3_1	7860	3646
enemy_3_1	8118	3294
enemy_3_1	7989	2824
enemy_3_1	7445	2750
enemy_3_1	6745	2777
enemy_3_1	6741	3153
enemy_3_1	6850	3572
enemy_3_1	7109	3087
enemy_3_1	8243	3807
enemy_3_1	8490	3032
enemy_3_1	7766	3243
enemy_3_3	10180	5734
enemy_3_3	10601	5708
enemy_3_3	10845	5266
enemy_3_3	10404	4760
enemy_3_3	9897	5155
