Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
enemy1	无畏死士		1451	50	1	30	3296	3362	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3088	3212	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3013	3000	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3265	2978	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3322	3150	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3547	3102	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3517	3336	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3583	2938	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3079	2850	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3512	2709	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3305	2629	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	2991	2625	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	2810	3119	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	2850	2868	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	2943	3353	0	-1	0	0		-1	0	0	0	0	0	0	0
enemy1	无畏死士		1451	50	1	30	3834	3247	0	-1	0	0		-1	0	0	0	0	0	0	0
