ClassName	X	Y
men1	3524	2623
men2	6155	3131
men3	4675	4701
men4	3385	5092
guaiwu1	2537	2337
guaiwu1	2236	2074
guaiwu1	2354	1866
guaiwu1	2699	2129
guaiwu2	2701	2419
guaiwu2	2802	2018
guaiwu2	2113	1915
guaiwu2	2510	1829
guaiwu3	5263	2385
guaiwu3	5188	2121
guaiwu3	5579	2370
guaiwu3	5452	1976
guaiwu3	5447	2504
guaiwu3	5259	1957
guaiwu4	5731	2418
guaiwu4	5432	1849
guaiwu5	5506	5652
guaiwu5	6012	5632
guaiwu5	5618	5836
guaiwu5	5883	5799
guaiwu6	5409	5909
guaiwu6	6140	5914
guaiwu6	5443	6074
guaiwu6	6071	6059
pao1	2603	2011
pao2	5598	2175
pao3	5792	5929
pao4	2096	5205
pao4	2906	5703
pao4	2069	5674
pao4	2488	5929
dugujian	3185	4675
zhanglinxin	2882	4530
jinwuzhu	2350	5679
boss	2489	5454
path1	2849	5334
path2	2570	5151
path3	2233	6159
