ClassName	X	Y
wall1	8191	8073
wall1	8060	7766
jingying1	9280	7542
guaiwu1	9128	8012
guaiwu1	8829	7342
guaiwu1	9426	7996
guaiwu1	9753	7878
guaiwu1	9089	7170
guaiwu1	9397	6973
hufa1	9200	7500
jingying2	7616	3265
guaiwu2	7270	3671
guaiwu2	8099	3513
guaiwu2	7194	3325
guaiwu2	7124	2922
guaiwu2	8042	3122
guaiwu2	8016	2782
jiguan1	9952	7192
jiguan2	7240	2471
jiguan3	2660	5192
jiguan4	3349	6167
jiguan5	3393	4300
jiguan6	2182	5115
jiguan7	4285	5300
shouling1	3377	5252
xunluo1	2580	5904
xunluo2	3958	5893
xunluo3	6916	3871
xunluo4	8452	3137
qinggong	6206	3633
