ClassName	X	Y
nalanqianling	1627	2328
path1	3293	2301
nalanqianling1	5226	2731
npc1	5049	4466
npc2	5378	4470
path2_1	5053	3221
path2_2	5400	3223
fnpc1	1328	4501
fnpc2	1693	4504
path3_1	4847	2724
path3_2	5193	2348
wall	5268	5306
path5_1	3883	2354
path5_2	3892	2002
jiguan1	526	3187
jiguan2	2701	2953
jiguan3	508	2620
jiguan4	2707	2261
jiguan5	501	1911
jiguan6	2458	3327
jiguan7	2120	1226
jiguan8	1753	3437
path6_1	2671	3206
path6_2	525	2930
path6_3	2671	2615
path6_4	525	2261
path6_5	2681	1892
path6_6	2465	1660
path6_7	2105	3374
path6_8	1753	1241
