ClassName	X	Y
TeamFuben2_Zhanglinxin	2067	4637
TeamFuben2_1_1	1776	4979
TeamFuben2_1_1	2069	4828
TeamFuben2_1_1	2379	5015
TeamFuben2_1_2	2088	5136
TeamFuben2_1_3	1589	4570
TeamFuben2_1_3	1785	4303
TeamFuben2_1_3	2539	4605
TeamFuben2_1_3	2348	4286
TeamFuben2_1_4	1617	4889
TeamFuben2_1_4	1622	4424
TeamFuben2_1_4	2536	4938
TeamFuben2_1_4	2551	4360
TeamFuben2_Leader_1	2127	6719
TeamFuben2_2_1	2986	8644
TeamFuben2_2_1	3614	8655
TeamFuben2_2_1	2967	8021
TeamFuben2_2_1	3596	8021
TeamFuben2_2_2	3000	8650
TeamFuben2_2_2	3612	8661
TeamFuben2_2_3	3289	8777
TeamFuben2_2_4	2964	8021
TeamFuben2_2_4	3594	8021
TeamFuben2_2_5	3287	7944
TeamFuben2_Leader_2	4892	6525
TeamFuben2_3_1	4577	6863
TeamFuben2_3_1	5210	6891
TeamFuben2_3_1	4573	6240
TeamFuben2_3_1	5199	6222
TeamFuben2_3_2	4570	6712
TeamFuben2_3_2	4584	6352
TeamFuben2_3_3	4404	6503
TeamFuben2_3_4	5207	6744
TeamFuben2_3_4	5192	6370
TeamFuben2_3_5	5351	6528
TeamFuben2_4_1	7120	6811
TeamFuben2_4_1	7131	6402
TeamFuben2_4_2	7439	6408
TeamFuben2_4_2	7437	6831
TeamFuben2_4_3	7276	6615
TeamFuben2_4_4	6831	6975
TeamFuben2_4_4	7384	6988
TeamFuben2_4_4	6804	6111
TeamFuben2_4_4	7367	6134
TeamFuben2_5_1	6928	4783
TeamFuben2_5_1	7299	4793
TeamFuben2_5_2	6924	4459
TeamFuben2_5_2	7293	4456
TeamFuben2_5_3	7105	4623
TeamFuben2_5_4	7156	5278
TeamFuben2_5_4	6842	5110
TeamFuben2_5_4	7412	5117
TeamFuben2_5_5	6808	4531
TeamFuben2_5_5	7095	4275
TeamFuben2_5_5	7449	4534
TeamFuben2_6	5432	4796
TeamFuben2_6_1	5330	3302
TeamFuben2_6_1	5526	3305
TeamFuben2_6_1	5152	3157
TeamFuben2_6_1	5145	2960
TeamFuben2_6_1	5704	3157
TeamFuben2_6_1	5708	2950
TeamFuben2_6_1	5341	2815
TeamFuben2_6_1	5552	2815
TeamFuben2_7_1	5303	4301
TeamFuben2_7_1	5634	4313
TeamFuben2_7_1	5288	3932
TeamFuben2_7_1	5654	3928
TeamFuben2_7_2	5475	4080
TeamFuben2_wuzixiang	5420	3034
TeamFuben2_BOSS	5432	3220
TeamFuben2_Xiyou	7129	4738
TeamFuben2_Xiyou_1	7520	5094
wall_1_1	2115	5258
wall_1_2	2050	7321
wall_1_3	3876	8315
wall_1_4	5673	6711
wall_1_4	5673	6392
wall_1_5	7110	5893
wall_1_6	6372	4983
wall_1_6	6372	4675
