TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
31	兰花佩	T1_Pendant_Q1		10	1	1	1	1	31	31			10000	1	10000	1	equip		0	lifemax_v	600			fire_resist_v	45																																				
32	荷叶佩	T2_Pendant_Q1		10	1	2	32	3	32	32			20000	2	20000	1	equip		0	lifemax_v	800			fire_resist_v	60																																			1	2
33	鹿纹佩	T3_Pendant_Q1		10	1	3	46	6	33	33			40000	3	40000	1	equip		0	lifemax_v	1000			fire_resist_v	75																																			2	3
34	玉蝉佩	T4_Pendant_Q1		10	1	4	56	9	34	34			80000	4	80000	1	equip		0	lifemax_v	1500			fire_resist_v	90																																			3	4
35	龙鱼佩	T5_Pendant_Q1		10	1	5	66	12	35	35			160000	5	160000	1	equip		0	lifemax_v	2000			fire_resist_v	113																																			4	4
36	雁行佩	T6_Pendant_Q1		10	1	6	76	15	36	36			320000	6	320000	1	equip		0	lifemax_v	2500			fire_resist_v	135																																			4	5
37	勾云佩	T7_Pendant_Q1		10	1	7	86	18	37	37			640000	7	640000	1	equip		0	lifemax_v	3000			fire_resist_v	158																																			4	5
38	龙首佩	T8_Pendant_Q1		10	1	8	96	21	38	38			900000	7	900000	1	equip		0	lifemax_v	3500			fire_resist_v	180																																			5	5
39	鲲鹏佩	T9_Pendant_Q1		10	1	9	106	24	39	39			1200000	7	1200000	1	equip		0	lifemax_v	4000			fire_resist_v	200																																			6	6
40	北冥佩	T10_Pendant_Q1		10	1	10	116	27	40	40			1600000	7	1600000	1	equip		0	lifemax_v	4500			fire_resist_v	220																																			7	6
4931	天心佩	T11_Pendant_Q1		10	1	11	126	30	4931	4931			2000000	7	2000000	1	equip		0	lifemax_v	5000			fire_resist_v	240																																			7	7
4932	貔貅佩	T12_Pendant_Q1		10	1	12	136	33	4932	4932			2400000	7	2400000	1	equip		0	lifemax_v	5500			fire_resist_v	275																																			7	7
4933	毕方佩	T13_Pendant_Q1		10	1	13	146	36	4933	4933			2700000	7	2700000	1	equip		0	lifemax_v	6050			fire_resist_v	302																																			7	7
4934	烛照佩	T14_Pendant_Q1		10	1	14	156	39	4934	4934			2960000	7	2960000	1	equip		0	lifemax_v	6655			fire_resist_v	333																																			7	7
4935	幽荧佩	T15_Pendant_Q1		10	1	15	166	42	4935	4935			3272000	7	3272000	1	equip		0	lifemax_v	7321			fire_resist_v	366																																			7	7
4936	郁金佩	T16_Pendant_Q1		10	1	16	176	45	4936	4936			3600000	7	3600000	1	equip		0	lifemax_v	8053			fire_resist_v	403																																			7	7
4937	皓彩佩	T17_Pendant_Q1		10	1	17	186	48	4937	4937			3960000	7	3960000	1	equip		0	lifemax_v	8858			fire_resist_v	443																																			7	7
4938	玉魁佩	T18_Pendant_Q1		10	1	18	196	51	4938	4938			4360000	7	4360000	1	equip		0	lifemax_v	9744			fire_resist_v	487																																			7	7
4939	玉佩T19	T19_Pendant_Q1		10	1	19	206	54	4939	4939			1600000	7	1600000	1	equip		0	lifemax_v	10718			fire_resist_v	536																																			7	7
4940	玉佩T20	T20_Pendant_Q1		10	1	20	216	57	4940	4940			1600000	7	1600000	1	equip		0	lifemax_v	11790			fire_resist_v	589																																			7	7
1554	【传承】兰花佩	T1_Pendant_Q3		10	3	1	1	2	31	31			40000	1	40000	1	equip		0	lifemax_v	700			fire_resist_v	52																																				
1555	【传承】荷叶佩	T2_Pendant_Q3		10	3	2	32	5	32	32			80000	2	80000	1	equip		0	lifemax_v	900			fire_resist_v	67																																			2	2
1556	【传承】鹿纹佩	T3_Pendant_Q3		10	3	3	46	8	33	33			160000	3	160000	1	equip		0	lifemax_v	1250			fire_resist_v	82																																			3	3
1557	【传承】玉蝉佩	T4_Pendant_Q3		10	3	4	56	11	34	34			400000	4	400000	1	equip		0	lifemax_v	1750			fire_resist_v	101																																			3	4
1558	【传承】龙鱼佩	T5_Pendant_Q3		10	3	5	66	14	35	35			900000	5	900000	1	equip		0	lifemax_v	2250			fire_resist_v	124																																			4	4
1559	【传承】雁行佩	T6_Pendant_Q3		10	3	6	76	17	36	36			1200000	6	1200000	1	equip		0	lifemax_v	2750			fire_resist_v	146																																			4	5
1560	【传承】勾云佩	T7_Pendant_Q3		10	3	7	86	20	37	37			1600000	7	1600000	1	equip		0	lifemax_v	3250			fire_resist_v	169																																			5	5
1561	【传承】龙首佩	T8_Pendant_Q3		10	3	8	96	23	38	38			2400000	7	2400000	1	equip		0	lifemax_v	4000			fire_resist_v	207																																			5	6
3605	【传承】鲲鹏佩	T9_Pendant_Q3		10	3	9	106	26	39	39			3240000	7	3600000	1	equip		0	lifemax_v	4500			fire_resist_v	220																																			6	6
3606	【传承】北冥佩	T10_Pendant_Q3		10	3	10	116	29	40	40			4320000	7	4800000	1	equip		0	lifemax_v	5000			fire_resist_v	257																																			7	6
5131	【传承】天心佩	T11_Pendant_Q3		10	3	11	126	32	4931	4931			5760000	7	6400000	1	equip		0	lifemax_v	5500			fire_resist_v	270																																			7	7
5132	【传承】貔貅佩	T12_Pendant_Q3		10	3	12	136	35	4932	4932			6900000	7	7680000	1	equip		0	lifemax_v	6000			fire_resist_v	300																																			7	7
5133	【传承】毕方佩	T13_Pendant_Q3		10	3	13	146	38	4933	4933			7920000	7	8448000	1	equip		0	lifemax_v	6600			fire_resist_v	330																																			7	7
5134	【传承】烛照佩	T14_Pendant_Q3		10	3	14	156	41	4934	4934			8720000	7	8700000	1	equip		0	lifemax_v	7260			fire_resist_v	363																																			7	7
5135	【传承】幽荧佩	T15_Pendant_Q3		10	3	15	166	44	4935	4935			9600000	7	9618000	1	equip		0	lifemax_v	7986			fire_resist_v	399																																			7	7
5136	【传承】郁金佩	T16_Pendant_Q3		10	3	16	176	47	4936	4936			10600000	7	10600000	1	equip		0	lifemax_v	8785			fire_resist_v	439																																			7	7
5137	【传承】皓彩佩	T17_Pendant_Q3		10	3	17	186	50	4937	4937			11600000	7	11600000	1	equip		0	lifemax_v	9663			fire_resist_v	483																																			7	7
5138	【传承】玉魁佩	T18_Pendant_Q3		10	3	18	196	53	4938	4938			12760000	7	12760000	1	equip		0	lifemax_v	10629			fire_resist_v	531																																			7	7
5139	【传承】玉佩T19	T19_Pendant_Q3		10	3	19	206	56	4939	4939			4800000	7	4800000	1	equip		0	lifemax_v	11692			fire_resist_v	585																																			7	7
5140	【传承】玉佩T20	T20_Pendant_Q3		10	3	20	216	59	4940	4940			4800000	7	4800000	1	equip		0	lifemax_v	12862			fire_resist_v	643																																			7	7
131	【稀有】兰花佩	T1_Pendant_Q2		10	2	1	1	4	31	31			100000	1	100000	1	equip		0	lifemax_v	860			fire_resist_v	64																																				
132	【稀有】荷叶佩	T2_Pendant_Q2		10	2	2	32	7	32	32			200000	2	200000	1	equip		0	lifemax_v	1150			fire_resist_v	79																																			3	3
133	【稀有】鹿纹佩	T3_Pendant_Q2		10	2	3	46	10	33	33			500000	3	500000	1	equip		0	lifemax_v	1650			fire_resist_v	96																																			3	4
134	【稀有】玉蝉佩	T4_Pendant_Q2		10	2	4	56	13	34	34			1200000	4	1200000	1	equip		0	lifemax_v	2150			fire_resist_v	119																																			4	4
