TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel
91	T1鞋子	T1_Boots_Q1	9101	6	1	1	1	1					5000	1	5000	1	equip		0	runspeed_v	6			defense_v	0																																				
92	T2鞋子	T2_Boots_Q1	9102	6	1	2	38	3					10000	2	10000	1	equip		0	runspeed_v	7			defense_v	0																																			1	2
93	T3鞋子	T3_Boots_Q1	9103	6	1	3	49	6					20000	3	20000	1	equip		0	runspeed_v	9			defense_v	0																																			2	3
94	T4鞋子	T4_Boots_Q1	9104	6	1	4	59	9					40000	4	40000	1	equip		0	runspeed_v	10			defense_v	0																																			3	4
95	T5鞋子	T5_Boots_Q1	9105	6	1	5	69	12					80000	5	80000	1	equip		0	runspeed_v	12			defense_v	0																																			4	4
96	T6鞋子	T6_Boots_Q1	9106	6	1	6	79	15					160000	6	160000	1	equip		0	runspeed_v	14			defense_v	0																																			4	5
97	T7鞋子	T7_Boots_Q1	9107	6	1	7	89	18					320000	7	320000	1	equip		0	runspeed_v	16			defense_v	0																																			4	5
98	T8鞋子	T8_Boots_Q1	9108	6	1	8	99	21					450000	7	450000	1	equip		0	runspeed_v	20			defense_v	0																																			5	5
99	T9鞋子	T9_Boots_Q1	9109	6	1	9	109	24					600000	7	600000	1	equip		0	runspeed_v	24			defense_v	0																																			6	6
100	T10鞋子	T10_Boots_Q1	9110	6	1	10	119	27					800000	7	800000	1	equip		0	runspeed_v	28			defense_v	0																																			7	6
4991	T11鞋子	T11_Boots_Q1	9111	6	1	11	129	30					1000000	7	1000000	1	equip		0	runspeed_v	29			defense_v	0																																			7	7
4992	T12鞋子	T12_Boots_Q1	9112	6	1	12	139	33					1200000	7	1200000	1	equip		0	runspeed_v	30			defense_v	0																																			7	7
4993	T13鞋子	T13_Boots_Q1	9113	6	1	13	149	36					1350000	7	1350000	1	equip		0	runspeed_v	31			defense_v	0																																			7	7
4994	T14鞋子	T14_Boots_Q1	9114	6	1	14	159	39					1480000	7	1480000	1	equip		0	runspeed_v	32			defense_v	0																																			7	7
4995	T15鞋子	T15_Boots_Q1	9115	6	1	15	169	42					1636000	7	1636000	1	equip		0	runspeed_v	33			defense_v	0																																			7	7
4996	T16鞋子	T16_Boots_Q1	9116	6	1	16	179	45					1800000	7	1800000	1	equip		0	runspeed_v	33			defense_v	73																																			7	7
4997	T17鞋子	T17_Boots_Q1	9117	6	1	17	189	48					1980000	7	1980000	1	equip		0	runspeed_v	33			defense_v	80																																			7	7
4998	T18鞋子	T18_Boots_Q1	9118	6	1	18	199	51					2180000	7	2180000	1	equip		0	runspeed_v	33			defense_v	88																																			7	7
4999	T19鞋子	T19_Boots_Q1	9119	6	1	19	209	54					800000	7	800000	1	equip		0	runspeed_v	33			defense_v	97																																			7	7
5000	T20鞋子	T20_Boots_Q1	9120	6	1	20	219	57					800000	7	800000	1	equip		0	runspeed_v	33			defense_v	107																																			7	7
1594	【传承】1阶鞋子	T1_Boots_Q3	9501	6	3	1	1	2					20000	1	20000	1	equip		0	runspeed_v	6			defense_v	0																																				
1595	【传承】2阶鞋子	T2_Boots_Q3	9502	6	3	2	38	5					40000	2	40000	1	equip		0	runspeed_v	8			defense_v	0																																			2	2
1596	【传承】3阶鞋子	T3_Boots_Q3	9503	6	3	3	49	8					80000	3	80000	1	equip		0	runspeed_v	9			defense_v	0																																			3	3
1597	【传承】4阶鞋子	T4_Boots_Q3	9504	6	3	4	59	11					200000	4	200000	1	equip		0	runspeed_v	11			defense_v	0																																			3	4
1598	【传承】5阶鞋子	T5_Boots_Q3	9505	6	3	5	69	14					450000	5	450000	1	equip		0	runspeed_v	13			defense_v	0																																			4	4
1599	【传承】6阶鞋子	T6_Boots_Q3	9506	6	3	6	79	17					600000	6	600000	1	equip		0	runspeed_v	15			defense_v	0																																			4	5
1600	【传承】7阶鞋子	T7_Boots_Q3	9507	6	3	7	89	20					800000	7	800000	1	equip		0	runspeed_v	18			defense_v	0																																			5	5
1601	【传承】8阶鞋子	T8_Boots_Q3	9508	6	3	8	99	23					1200000	7	1200000	1	equip		0	runspeed_v	23			defense_v	0																																			5	6
3617	【传承】9阶鞋子	T9_Boots_Q3	9509	6	3	9	109	26					1620000	7	1800000	1	equip		0	runspeed_v	28			defense_v	0																																			6	6
3618	【传承】10阶鞋子	T10_Boots_Q3	9510	6	3	10	119	29					2160000	7	2400000	1	equip		0	runspeed_v	29			defense_v	0																																			7	6
5191	【传承】11阶鞋子	T11_Boots_Q3	9511	6	3	11	129	32					2880000	7	3200000	1	equip		0	runspeed_v	30			defense_v	0																																			7	7
5192	【传承】12阶鞋子	T12_Boots_Q3	9512	6	3	12	139	35					3450000	7	3840000	1	equip		0	runspeed_v	31			defense_v	0																																			7	7
5193	【传承】13阶鞋子	T13_Boots_Q3	9513	6	3	13	149	38					3960000	7	4224000	1	equip		0	runspeed_v	32			defense_v	0																																			7	7
5194	【传承】14阶鞋子	T14_Boots_Q3	9514	6	3	14	159	41					4360000	7	4350000	1	equip		0	runspeed_v	33			defense_v	0																																			7	7
5195	【传承】15阶鞋子	T15_Boots_Q3	9515	6	3	15	169	44					4800000	7	4809000	1	equip		0	runspeed_v	34			defense_v	0																																			7	7
5196	【传承】16阶鞋子	T16_Boots_Q3	9516	6	3	16	179	47					5300000	7	5300000	1	equip		0	runspeed_v	34			defense_v	80																																			7	7
5197	【传承】17阶鞋子	T17_Boots_Q3	9517	6	3	17	189	50					5800000	7	5800000	1	equip		0	runspeed_v	34			defense_v	88																																			7	7
5198	【传承】18阶鞋子	T18_Boots_Q3	9518	6	3	18	199	53					6380000	7	6380000	1	equip		0	runspeed_v	34			defense_v	97																																			7	7
5199	【传承】19阶鞋子	T19_Boots_Q3	9519	6	3	19	209	56					2400000	7	2400000	1	equip		0	runspeed_v	34			defense_v	106																																			7	7
5200	【传承】20阶鞋子	T20_Boots_Q3	9520	6	3	20	219	59					2400000	7	2400000	1	equip		0	runspeed_v	34			defense_v	117																																			7	7
191	【稀有】1阶鞋子	T1_Boots_Q2	9201	6	2	1	1	4					50000	1	50000	1	equip		0	runspeed_v	8			defense_v	0																																				
192	【稀有】2阶鞋子	T2_Boots_Q2	9202	6	2	2	38	7					100000	2	100000	1	equip		0	runspeed_v	9			defense_v	0																																			3	3
193	【稀有】3阶鞋子	T3_Boots_Q2	9203	6	2	3	49	10					250000	3	250000	1	equip		0	runspeed_v	10			defense_v	0																																			3	4
194	【稀有】4阶鞋子	T4_Boots_Q2	9204	6	2	4	59	13					600000	4	600000	1	equip		0	runspeed_v	12			defense_v	0																																			4	4
195	【稀有】5阶鞋子	T5_Boots_Q2	9205	6	2	5	69	16					1250000	5	1250000	1	equip		0	runspeed_v	14			defense_v	0																																			4	5
196	【稀有】6阶鞋子	T6_Boots_Q2	9206	6	2	6	79	19					1500000	6	1500000	1	equip		0	runspeed_v	17			defense_v	0																																			5	5
197	【稀有】7阶鞋子	T7_Boots_Q2	9207	6	2	7	89	22					2000000	7	2000000	1	equip		0	runspeed_v	22			defense_v	0																																			5	6
198	【稀有】8阶鞋子	T8_Boots_Q2	9208	6	2	8	99	25					2700000	7	2700000	1	equip		0	runspeed_v	24			defense_v	0																																			6	6
199	【稀有】9阶鞋子	T9_Boots_Q2	9209	6	2	9	109	28					3600000	7	4000000	1	equip		0	runspeed_v	28			defense_v	0																																			7	6
200	【稀有】10阶鞋子	T10_Boots_Q2	9210	6	2	10	119	31					4500000	7	5000000	1	equip		0	runspeed_v	31			defense_v	0																																			7	7
5091	【稀有】11阶鞋子	T11_Boots_Q2	9211	6	2	11	129	34					5700000	7	6250000	1	equip		0	runspeed_v	32			defense_v	0																																			7	7
5092	【稀有】12阶鞋子	T12_Boots_Q2	9212	6	2	12	139	37					6840000	7	7500000	1	equip		0	runspeed_v	33			defense_v	0																																			7	7
5093	【稀有】13阶鞋子	T13_Boots_Q2	9213	6	2	13	149	40					7120000	7	8250000	1	equip		0	runspeed_v	34			defense_v	0																																			7	7
5094	【稀有】14阶鞋子	T14_Boots_Q2	9214	6	2	14	159	43					7840000	7	7830000	1	equip		0	runspeed_v	35			defense_v	0																																			7	7
