ClassName	X	Y
Path1	2580	5904
Path1	4286	4381
Path1	2435	4704
Path1	4230	5680
Path1	2156	5234
Path1	4130	5038
Path1	3243	6170
Path1	3411	4152
Path2	3958	5893
Path2	2346	4698
Path2	4236	5356
Path2	3912	4185
Path2	2775	6237
Path2	3043	4492
Path2	2390	5468
Path2	4041	4665
Path3	6916	3871
Path3	8230	2534
Path3	6885	2750
Path3	8532	3779
Path3	6618	3325
Path3	8489	3196
Path3	7561	2376
Path3	7777	4124
Path4	8452	3137
Path4	6654	3275
Path4	7251	4023
Path4	8316	2570
Path4	6913	2649
Path4	8194	3735
Path4	7539	2585
Path4	7899	4095
