ClassName	X	Y
men1	3300	3887
men2	4921	4784
guaiwu1	3219	2662
guaiwu1	3573	2669
guaiwu1	3274	3011
guaiwu1	3584	3009
guaiwu2	3055	3011
guaiwu2	3051	2674
guaiwu2	3769	2980
guaiwu2	3767	2674
guaiwu3	3499	5211
guaiwu3	3807	5042
guaiwu3	4066	4853
guaiwu3	3744	5373
guaiwu3	4023	5233
guaiwu3	4172	5118
guaiwu4	3454	5067
guaiwu4	3951	5389
guaiwu5	5356	4081
guaiwu5	5322	3795
guaiwu5	5750	4096
guaiwu5	5793	3806
guaiwu6	5210	3945
guaiwu6	5464	3745
guaiwu6	5739	3714
guaiwu6	5862	3936
boss	5561	3882
luwenlong	5442	2041
kurener	5124	1862
runiang	5717	1213
dugujian	5236	3014
zhanglinxin	5626	2998
path1	5614	1766
path2	5285	2289
path3	5624	2289
