ClassName	X	Y
4_2_1_1	1800	4880
4_2_1_1	2686	4886
4_2_1_1	1800	4089
4_2_1_1	2697	4083
4_2_1_1	1505	4549
4_2_1_1	2892	4514
4_2_1_1	2225	4780
4_2_1_1	2196	4013
4_2_2_1	4412	2050
4_2_2_1	4381	1476
4_2_2_1	5065	2235
4_2_2_1	5048	1818
4_2_2_1	5043	1384
4_2_2_2	4736	1774
4_2_2_3	4683	2236
4_2_2_3	4721	1240
4_2_2_4	4884	2302
4_2_2_4	4906	1224
4_2_3_1	4041	6192
4_2_3_1	4571	6149
4_2_3_1	5058	6181
4_2_3_2	4615	6542
4_2_3_3	4030	6668
4_2_3_3	4992	6646
4_2_3_4	4216	6991
4_2_3_4	4899	7067
4_2_4	4587	6748
4_2_4_1	4209	6688
4_2_4_1	4908	6644
4_2_4_1	4420	7059
4_2_4_1	4779	7066
men1	2177	3144
men2	4637	3089
men3	4601	5242
