Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
yewai_20_5	南宫家守卫		1014	50		30	4025	13711	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	3646	13630	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	4666	13663	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	4021	11343	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	3799	11073	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	3884	10838	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	3539	10900	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	3764	11603	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	4174	11603	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	4327	11328	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	4538	9831	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9856	14532	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	13340	14284	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9321	12301	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9676	12262	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9146	12038	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9270	11686	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9966	12203	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9604	11981	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	9077	12429	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	14811	11768	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	14825	12038	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_5	南宫家守卫		1014	50		30	14795	12253	0	-1	0	0		-1	0	0	0	0	0	0	0
