ClassName	X	Y
yangyingfeng	2185	2451
guaiwu1	1868	2985
guaiwu1	2108	2818
guaiwu1	1412	2687
guaiwu1	1678	2411
guaiwu2	1117	2758
guaiwu2	1339	2928
guaiwu2	1589	3069
guaiwu2	1839	3187
qiangwei2	1505	6097
guaiwu3	1216	6069
guaiwu3	1753	6067
guaiwu3	1753	5912
guaiwu3	1219	5920
guaiwu3	1219	5778
guaiwu3	1743	5761
guaiwu3_1	1050	5629
guaiwu3_1	1871	5616
path2	2653	5385
qiangwei3	4434	4177
guaiwu4	4073	4248
guaiwu4	4731	4418
guaiwu4	4755	4109
guaiwu4	4265	3903
guaiwu4	4524	3878
guaiwu5	3875	4873
guaiwu5	4154	4929
guaiwu5	4458	4982
guaiwu5	4782	4476
guaiwu5	3984	4093
guaiwu5	4460	4109
qiangwei1	1949	2616
path1	1608	3576
men1	1422	3685
men1	1773	3681
men2	2761	5494
men2	2761	5223
yangyingfeng1	1512	5794
yangyingfeng2	4265	4481
