Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
task_npc1	李大牛		1074		95	100	20	7550	3120	19	-1	0	0		0	0	0	0	0	0	0	0
task_npc2	女村民		1059		95	100	20	10300	7070	23	-1	0	0		0	0	0	0	0	0	0	0
task_npc3	男村民		1060		95	100	20	10500	6880	58	-1	0	0		0	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8928	3539	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8796	3731	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8496	3837	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8223	3715	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8101	3495	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8090	3200	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8198	2967	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8489	2956	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8763	3035	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8907	3233	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8349	3557	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8324	3168	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8680	3247	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8507	3380	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	8648	3531	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9383	5256	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	10261	5109	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9604	5516	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9935	5526	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9388	4984	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9494	4759	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9724	4601	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	10021	4634	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	10223	4802	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9595	5142	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	9772	4812	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_5	云游道士		1752		50		20	10021	4893	0	-1	0	0		-1	0	0	0	0	0	0	0
