ClassName	X	Y
Mine1	5458	3349
Mine1	5093	2675
Mine1	4758	2848
Mine1	5099	3067
Mine1	4962	3435
Mine1	5702	3106
Mine1	5490	2507
Mine1	5533	2832
Mine2	5349	2170
Mine2	5851	2449
Mine2	4038	5286
Mine2	4394	5184
Mine2	3909	5004
Mine2	3617	5257
Mine2	3335	4981
Mine2	4247	4826
Mine3	3688	4298
Mine3	3446	4553
Mine3	3667	4796
Mine3	3924	4650
Mine3	5608	3694
Mine3	5592	4299
Mine3	5154	3713
Mine3	4650	4936
Mine4	4687	4534
Mine4	5024	4843
Mine4	5338	4756
Mine4	4954	4138
Mine4	5100	4473
Mine4	5369	4061
Mine4	3990	2983
Mine4	4002	4187
Mine5	3517	3918
Mine5	3851	3827
Mine5	3695	3462
Mine5	4193	3670
Mine5	4008	3276
Mine5	4368	3359
Mine5	4639	3222
Mine5	4311	2879
fire	4588	3967
