ClassName	X	Y
TeamFuben1_1_1	5593	2581
TeamFuben1_1_1	6042	2587
TeamFuben1_1_2	5584	2928
TeamFuben1_1_2	6039	2931
TeamFuben1_1_3	5809	2724
TeamFuben1_1_4	5359	2692
TeamFuben1_1_4	5347	2227
TeamFuben1_1_4	6357	2742
TeamFuben1_1_4	6354	2224
TeamFuben1_Leader_1	5817	5679
TeamFuben1_2_2	5505	5345
TeamFuben1_2_2	6146	5350
TeamFuben1_2_2	5487	4588
TeamFuben1_2_2	6175	4554
TeamFuben1_2_3	5359	5152
TeamFuben1_2_3	5377	4713
TeamFuben1_2_4	5213	4953
TeamFuben1_2_5	6298	5165
TeamFuben1_2_5	6300	4755
TeamFuben1_2_6	6449	4953
TeamFuben1_3_1	9596	6236
TeamFuben1_3_1	9596	5768
TeamFuben1_3_2	9936	6251
TeamFuben1_3_2	9930	5741
TeamFuben1_3_3	9750	5997
TeamFuben1_3_4	8735	6576
TeamFuben1_3_4	9107	6585
TeamFuben1_3_4	8732	6805
TeamFuben1_3_4	9060	6830
TeamFuben1_3_4	8679	7056
TeamFuben1_3_4	9122	7093
TeamFuben1_4_1	7993	8311
TeamFuben1_4_1	8380	8295
TeamFuben1_4_1	7942	8577
TeamFuben1_4_1	8396	8580
TeamFuben1_4_2	8377	9113
TeamFuben1_4_2	8716	9094
TeamFuben1_4_3	8355	9430
TeamFuben1_4_3	8729	9408
TeamFuben1_4_4	8542	9252
TeamFuben1_Leader_2	5176	8333
TeamFuben1_5_2	5176	8951
TeamFuben1_5_2	5597	8713
TeamFuben1_5_2	5967	8946
TeamFuben1_5_3	5610	7903
TeamFuben1_5_3	5194	7688
TeamFuben1_5_3	6045	7693
TeamFuben1_5_4	5615	8960
TeamFuben1_5_5	5615	7523
TeamFuben1_5_6	6100	8265
TeamFuben1_5_7	3394	5723
TeamFuben1_5_7	3820	5739
TeamFuben1_5_7	3365	5407
TeamFuben1_5_7	3833	5398
TeamFuben1_6_1	2423	4973
TeamFuben1_6_1	2434	4565
TeamFuben1_6_2	2101	4961
TeamFuben1_6_2	2074	4546
TeamFuben1_6_3	2248	4755
TeamFuben1_6_4	1699	4461
TeamFuben1_6_5	1749	4601
TeamFuben1_6_5	1911	4955
TeamFuben1_6_5	2369	5001
TeamFuben1_6_5	2736	4676
TeamFuben1_6_6	1811	4268
TeamFuben1_6_6	2124	3976
TeamFuben1_6_6	2544	3976
TeamFuben1_6_6	2728	4247
TeamFuben1_6_7	1754	5178
TeamFuben1_6_7	2203	5187
TeamFuben1_6_7	1403	4977
TeamFuben1_6_7	2472	4998
TeamFuben1_6_7	2789	4757
TeamFuben1_6_7	2756	4101
TeamFuben1_6_7	2453	3923
TeamFuben1_6_7	2133	3762
TeamFuben1_6_7	1733	3749
TeamFuben1_6_7	1409	4003
TeamFuben1_BOSS	1955	7823
TeamFuben1_7_1	1626	7592
TeamFuben1_7_1	2298	7639
TeamFuben1_7_1	1610	6980
TeamFuben1_7_1	2322	6984
TeamFuben1_7_2	1523	7508
TeamFuben1_7_2	1535	7043
TeamFuben1_7_3	1364	7246
TeamFuben1_7_4	2310	7540
TeamFuben1_7_4	2314	7099
TeamFuben1_7_5	2477	7345
TeamFuben1_7_6	2569	7223
TeamFuben1_4	7833	9315
TeamFuben1_Xiyou	8824	5931
TeamFuben1_XiyouGuaiwu	8323	8551
wall_1_1	5800	3311
wall_1_2	7291	5770
wall_1_3	8321	7184
wall_1_4	4160	7243
wall_1_5	1886	5499
wall_1_5	2062	5499
