Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
task_enemy1	贼匪		1187		50		30	10650	9301	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	10850	9123	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	11086	9123	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	10961	9550	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	10934	9323	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	11166	9546	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	10743	9528	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	11321	9123	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	10397	9487	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy1	贼匪		1187		50		30	10526	9753	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy2	贼匪头目		1188		50		30	11450	8950	0	-1	0	0		-1	0	0	0	0	0	0	0
task_enemy3	五色教头目		1216		50		30	8750	3250	0	-1	0	0		-1	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	5808	3404	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	5549	3399	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	5350	3081	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	5090	3131	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	4780	3245	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	4561	3316	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	4455	3513	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	4232	3611	0	-1	0	0		0	0	0	0	0	0	0	0
ziqiangwei	紫蔷薇		151		50	1	99	4039	3828	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	12538	9930	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	7259	13416	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	6903	12895	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	7170	12921	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	6756	13684	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	10710	13609	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	10176	13962	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	10382	13901	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	9863	13749	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	12963	12953	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	13005	12625	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	12375	13032	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	12702	12936	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	8481	10716	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	12711	12431	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	11720	10305	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	11998	10338	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	12146	9954	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	11844	10006	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_20_3	五色教弟子		1012		50		30	11818	10623	0	-1	0	0		-1	0	0	0	0	0	0	0
