首领	14050	4167
首领	13126	3970
首领	11662	4291
首领	12492	5996
首领	12570	7771
首领	11380	8747
首领	12336	9488
首领	10775	10873
首领	12823	11380
首领	11595	12453
首领	10561	12746
首领	9215	12668
首领	8493	11887
首领	6406	12433
首领	5431	14150
首领	3964	11538
首领	5493	10070
首领	4943	8969
首领	6125	7685
首领	3169	7053
首领	4474	5810
首领	5982	4363
首领	8979	5484
首领	7776	3527
野怪1	12538	9930
野怪1	7259	13416
野怪1	6903	12895
野怪1	7170	12921
野怪1	6756	13684
野怪1	10710	13609
野怪1	10176	13962
野怪1	10382	13901
野怪1	9863	13749
野怪1	12963	12953
野怪1	13005	12625
野怪1	12375	13032
野怪1	12702	12936
野怪1	8481	10716
野怪1	12711	12431
野怪1	11720	10305
野怪1	11998	10338
野怪1	12146	9954
野怪1	11844	10006
野怪1	11818	10623
野怪1	12166	10705
野怪1	12295	10453
野怪1	12768	8646
野怪1	12979	8579
野怪1	12806	8372
野怪1	13321	8134
野怪1	13202	8729
野怪1	12921	8878
野怪1	13184	8933
野怪1	13028	8177
野怪1	13485	8896
野怪1	13443	8348
野怪1	13494	8613
野怪1	13220	8494
野怪1	13728	8694
野怪1	13728	8388
野怪1	13581	8163
野怪1	12503	10720
野怪1	12550	10463
野怪1	12774	10659
野怪1	12560	10211
野怪1	12212	10182
野怪1	8094	10350
野怪1	8358	10499
野怪1	8651	10473
野怪1	13159	12795
野怪1	13395	12555
野怪1	12938	12370
野怪1	13285	12279
野怪1	12717	12673
野怪1	13064	12086
野怪1	12733	12055
野怪1	12643	13161
野怪1	12962	13189
野怪1	13186	13059
野怪1	12458	12244
野怪1	12225	12460
野怪1	12465	12634
野怪1	12213	12783
野怪1	13399	12799
野怪1	6782	13233
野怪1	6544	13808
野怪1	6359	13623
野怪1	6474	13105
野怪1	6692	12978
野怪1	7455	13280
野怪1	7370	13041
野怪1	7474	13548
野怪1	7285	13718
野怪1	7055	13863
野怪1	6787	13942
野怪1	6421	13389
野怪1	6661	13482
野怪1	7005	13669
野怪1	6940	13446
野怪1	7089	13210
野怪1	6544	11218
野怪1	8519	10046
野怪1	8171	10091
野怪1	8456	10309
野怪1	8767	10261
野怪1	8938	10442
野怪1	9097	10690
野怪1	8793	10713
野怪1	9115	10068
野怪1	8815	10042
野怪1	9121	10351
野怪1	8165	10607
野怪1	12775	10002
野怪1	12826	10372
野怪1	4872	12588
野怪1	5179	12678
野怪1	5250	13022
野怪1	4879	13256
野怪1	4580	13218
野怪1	4461	13378
野怪1	4280	13200
野怪1	4218	12954
野怪1	4277	12613
野怪1	4494	12957
野怪1	4586	12595
野怪1	5171	13334
野怪1	4759	12903
野怪1	5029	13014
野怪1	3839	9736
野怪1	4152	9779
野怪1	3901	9128
野怪1	4150	9019
野怪1	4541	9016
野怪1	4822	9172
野怪1	4869	9451
野怪1	4781	9754
野怪1	4492	9787
野怪1	3806	9437
野怪1	4049	9577
野怪1	4131	9246
野怪1	4314	9456
野怪1	4557	9251
野怪1	4579	9609
野怪1	3671	11549
野怪1	3961	11583
野怪1	3688	10801
野怪1	3631	11192
野怪1	3848	11181
野怪1	4036	11395
野怪1	4268	11263
野怪1	6301	11524
野怪1	6312	11169
野怪1	6926	11699
野怪1	6573	11688
野怪1	4325	11601
野怪1	4601	11535
野怪1	4445	11090
野怪1	4684	11234
野怪1	4383	10789
野怪1	3991	10785
野怪1	4103	11040
野怪1	4647	10888
野怪1	7078	10873
野怪1	6798	10833
野怪1	6791	11103
野怪1	6979	11468
野怪1	6706	11448
野怪1	7226	11682
野怪1	6386	10878
野怪1	7337	11017
野怪1	7067	11218
野怪1	7343	11436
野怪1	4833	13449
野怪1	10097	13711
野怪1	10341	13575
野怪1	10533	13711
野怪1	10275	13345
野怪1	10018	13488
野怪1	9786	13200
野怪1	9654	13596
野怪1	10067	13082
野怪1	10393	13079
野怪1	10622	13263
野怪1	9550	13329
野怪1	10201	11165
野怪1	10606	11176
野怪1	10891	11362
野怪1	10379	11416
野怪1	10624	11637
野怪1	10086	11531
野怪1	10374	11843
野怪1	10072	11843
野怪1	10672	12093
野怪1	10888	11819
野怪1	9923	12093
野怪1	9875	11229
野怪1	9697	11455
野怪1	9663	11863
野怪1	10297	12134
