TimeFrame	Day	Name	ScriptFunc	WeekDay	Time1	Time2	Time3	Time4	Time5	Time6	Time7	Time8	Time9	Time10	Param1	Param2	Param3	Param4	Param5
OpenLevel39	1	家族传功、商会任务、凌绝峰	SendTimeFrameMail		4:05										OpenDay2	1	活动预告\n    【预告】%date开放新内容：家族传功、商会任务、凌绝峰。\n   活动详情请查看活动日历界面的预告分页！	Coin|1000
OpenLevel39	1	20级野外首领、英雄挑战、白虎堂	SendTimeFrameMail		4:05										OpenDay3	1	活动预告\n    【预告】%date开放新内容：20级野外首领、英雄挑战、白虎堂。\n   活动详情请查看活动日历界面的预告分页！	Coin|1000
OpenLevel39	1	门派竞技	SendTimeFrameMail	26	4:05										OpenDay4	1	门派竞技通知\n    诸位同门袍泽，如今我派愈发繁荣，门下精英辈出，故师尊欲举行盛举——门派竞技，但凡我派弟子均可参与，先以混战形式交手，剩余者再以一对一的形式角逐最终胜者，最终胜者将荣获本派「新人王」之称号，诸位同门，努力为此荣耀战斗吧！\n\n   门派竞技将于%date开启！\n   活动详情请查看活动日历界面！	Coin|1000	1
OpenLevel39	1	家族试炼	SendTimeFrameMail	14	4:05										OpenDay4	1	活动预告\n    【预告】%date开放新内容：家族试炼。\n   活动详情请查看活动日历界面！	Coin|1000	1
OpenLevel39	1	通天塔	SendTimeFrameMail	25	4:05										OpenDay4	1	活动预告\n    【预告】%date开放新内容：通天塔。\n   活动详情请查看活动日历界面！	Coin|1000	1
OpenLevel39	1	家族运镖	SendTimeFrameMail		4:05										OpenDay5	1	活动预告\n    【预告】%date开放新内容：家族运镖。\n   活动详情请查看活动日历界面的预告分页！	Coin|1000
OpenLevel49	-1	49级上限	SendTimeFrameMail		4:05										OpenLevel49	1	活动预告\n    【预告】%date开放新内容：家族建筑（兵甲坊、首饰坊、防具坊）开放3阶装备打造、角色等级限制开放至49级。	Coin|1000
OpenLevel49	1	40级野外首领	SendTimeFrameMail		4:05										OpenDay6	1	活动预告\n    【预告】%date开放新内容：40级野外首领。\n   活动详情请查看活动日历界面的野外首领活动介绍！	Coin|1000
OpenLevel49	1	40级历代名将	SendTimeFrameMail		4:05										OpenDay7	1	活动预告\n    【预告】%date开放新内容：40级历代名将。\n   活动详情请查看活动日历界面的预告分页！	Coin|1000
OpenLevel59	-1	59级上限	SendTimeFrameMail		4:05										OpenLevel59	1	活动预告\n    【预告】%date开放新内容：家族建筑（兵甲坊、首饰坊、防具坊）开放4阶装备打造、角色等级限制开放至59级。	Coin|1000
OpenLevel59	-1	攻城战	SendTimeFrameMail	15	4:05										OpenDomainBattle	1	活动预告\n    【预告】%date开放新内容：攻城战。\n   各位武林同道，一起来为自己的家族争夺领地吧！我们的最终目标是进军襄阳，夺取城主荣耀。\n   活动详情请查看活动日历界面！	Coin|1000	1
OpenLevel59	-1	凌绝峰收集活动	SendTimeFrameMail		4:05										OpenLevel59	1	活动预告\n    【预告】%date开放新内容：凌绝峰收集活动。\n   各位大侠，开放59级等级上限后，挑战凌绝峰将获得卡片凭证，收集起来与大家一起比拼排行，获得高额奖励。\n   活动详情请查看活动日历界面！	Coin|1000
OpenLevel59	-1	师徒系统	SendTimeFrameMail		4:05										OpenLevel59	1	活动预告\n    【预告】%date开放新内容：师徒系统。\n    达到[FFFE0D]50级[-]以上的的侠士可以与达到[FFFE0D]20级[-]以上的小侠士结为师徒关系，双方等级差需要[FFFE0D]≥5级[-]，处理师徒关系可前往忘忧岛找上官飞龙。\n    [FFFE0D]提升剑侠尊享等级可以缩减双方等级差要求\n    剑侠尊享6：双方等级差需要≥4级\n    剑侠尊享9：双方等级差需要≥3级\n    剑侠尊享12：双方等级差需要≥2级[-]	Coin|1000
OpenLevel59	1	攻城战开启	DeclareWarDomainBattle	26	4:01
OpenLevel59	1	西域行商	SendTimeFrameMail		4:05											1	贾有钱的飞鸽传书\n见信好：\n    江湖只知商会万金财，却少有人知我西域商贾有钱。此次西行收获颇多，我将会在拍卖行[FFFE0D]停留3天[-]，[FFFE0D]每天19:05[-]开设专场拍卖。届时将竞拍[FFFE0D]各类稀有珍品[-]，诸位侠士们可不要错过哦！	Coin|1000
OpenLevel69	-2	69级上限	SendTimeFrameMail		4:05										OpenLevel69	1	活动预告\n    【预告】%date开放新内容：家族建筑（兵甲坊、首饰坊、防具坊）开放5阶装备打造、角色等级限制开放至69级。	Coin|1000
OpenLevel69	-2	凌绝峰噩梦难度	SendTimeFrameMail		4:05										OpenLevel69	1	活动预告\n    【预告】%date开放新内容：凌绝峰噩梦难度。\n   活动详情请查看活动日历界面凌绝峰的相关帮助信息！	Coin|1000
OpenLevel69	-1	婚姻系统开放	SendTimeFrameMail		4:05										OpenLevel69	1	活动预告\n    【预告】%date开放新内容：婚姻系统。\n    [FFFE0D]订婚：[-]与心仪的[FFFE0D]异性[-]对象组队，由其中一方使用[ff8f06][url=openwnd:缘定今生, ItemTips, "Item", nil, 6155][-]发起求婚。[FFFE0D]需双方等级达到50级、亲密度达到30级。[-]\n    [FFFE0D]成婚：[-]双方结成订婚关系后，可前往襄阳城找[00FF00][url=npc:月老, 2371, 10][-]预定婚礼，完婚后双方还能获得独有的[FFFE0D]称号、家具、礼服、婚书[-]等奖励	Coin|1000
OpenLevel69	1	华山论剑	SendTimeFrameMail		4:05										HuaShanLunJian	1	活动预告\n    【预告】%date开放新内容：华山论剑。\n   各位武林同道，成立自己的战队，登临华山之巅争夺武林至尊的名号吧。\n   注意：活动正式开放需要处于每月的[FFFE0D]7号~15号之间[-]，请各位大侠留意活动时间。\n   活动详情请查看活动日历！	Coin|1000
OpenLevel69	1	开服战力冲榜活动	StartPowerRank		0:00
OpenLevel69	1	珍宝阁降价	SendTimeFrameMail	1	4:05										OpenLevel69	1	每周限购降价\n    随着服务器开放69级等级上限，商会老板万金财决定降价珍宝阁【每周限购】内的部分物品，助力诸位侠士早日成为武林翘楚。\n    [FFFE0D]蓝水晶[-]\n    价格：160元宝[FFFE0D]（新上架物品）[-]\n    [FFFE0D]无暇的神秘矿石[-]\n    价格：640元宝[FFFE0D]（新上架物品）[-]\n    [FFFE0D]白水晶[-]\n    原价：8元宝            现价：6元宝\n    [FFFE0D]绿水晶[-]\n    原价：40元宝          现价：35元宝\n    [FFFE0D]未雕琢的神秘矿石[-]\n    原价：30元宝          现价：25元宝\n    [FFFE0D]普通的神秘矿石[-]\n    原价：160元宝        现价：140元宝
OpenLevel69	1	西域行商	SendTimeFrameMail		4:05											1	贾有钱的飞鸽传书\n见信好：\n    江湖只知商会万金财，却少有人知我西域商贾有钱。此次西行收获颇多，我将会在拍卖行[FFFE0D]停留3天[-]，[FFFE0D]每天19:05[-]开设专场拍卖。届时将竞拍[FFFE0D]各类稀有珍品[-]，诸位侠士们可不要错过哦！	Coin|1000
OpenLevel69	1	60级野外首领	SendTimeFrameMail		4:05										OpenDay35	1	活动预告\n    【预告】%date开放新内容：60级野外首领。\n   活动详情请查看活动日历界面的野外首领活动介绍！	Coin|1000
OpenDay52	-1	60级历代名将	SendTimeFrameMail		4:05										OpenDay52	1	活动预告\n    【预告】%date开放新内容：60级历代名将。\n   活动详情请查看活动日历界面的历代名将活动介绍！	Coin|1000
OpenLevel79	-2	79级上限	SendTimeFrameMail		4:05										OpenLevel79	1	活动预告\n    【预告】%date开放新内容：家族建筑（兵甲坊、首饰坊、防具坊）开放6阶装备打造、开放同伴经脉系统、角色等级限制开放至79级。	Coin|1000
OpenLevel79	1	西域行商	SendTimeFrameMail		4:05											1	贾有钱的飞鸽传书\n见信好：\n    江湖只知商会万金财，却少有人知我西域商贾有钱。此次西行收获颇多，我将会在拍卖行[FFFE0D]停留3天[-]，[FFFE0D]每天19:05[-]开设专场拍卖。届时将竞拍[FFFE0D]各类稀有珍品[-]，诸位侠士们可不要错过哦！	Coin|1000
OpenLevel79	1	同伴经脉	SendTimeFrameMail		4:05											67	公孙惜花的飞鸽传书\n见信好：\n    武林盟得到消息，江湖奇人玄天道人公布了一些[FFFE0D]打通经脉[-]的神秘功法，传言经脉打通后能大大[FFFE0D]加强同伴[-]的武功修为，对各位武林侠士也有[FFFE0D]极大的帮助[-]。少侠若达到[FFFE0D]70级[-]请速来隐香楼找奴家，奴家有话对你说！	Coin|1000
