ClassName	X	Y
4_3_1_1	7230	4275
4_3_1_1	7499	4278
4_3_1_1	7186	4451
4_3_1_1	7513	4458
4_3_1_2	7829	4002
4_3_1_2	7829	3736
4_3_1_2	8050	4063
4_3_1_2	8066	3659
4_3_1_3	7228	3573
4_3_1_3	7538	3576
4_3_1_3	7212	3346
4_3_1_3	7554	3352
4_3_1_4	6757	3964
4_3_1_4	6773	3621
4_3_1_4	6972	3941
4_3_1_4	6978	3688
4_3_1_5	7171	5812
4_3_1_5	7484	5826
4_3_1_6	7129	6067
4_3_1_6	7508	6098
4_3_2_1	7212	8035
4_3_2_1	7514	8035
4_3_2_1	7529	7755
4_3_2_1	7189	7744
4_3_2_1	7355	7872
4_3_2_2	7853	7544
4_3_2_2	7993	7378
4_3_2_2	8132	7541
4_3_2_2	8143	7216
4_3_2_2	7849	7205
4_3_2_3	7559	7118
4_3_2_3	7216	7111
4_3_2_3	7382	6933
4_3_2_3	7204	6824
4_3_2_3	7563	6816
4_3_2_4	6820	7510
4_3_2_4	6816	7178
4_3_2_4	6465	7469
4_3_2_4	6510	7186
4_3_2_4	6665	7352
4_3_2_5	7177	10059
4_3_2_5	7524	10056
4_3_2_6	7194	9538
4_3_2_6	7529	9533
4_3_3	7329	12676
4_3_3_1	7165	12561
4_3_3_1	7473	12564
4_3_3_1	7044	12374
4_3_3_1	7584	12371
4_3_3_2	6948	12200
4_3_3_2	6958	11850
4_3_3_2	7695	12204
4_3_3_2	7695	11841
4_3_3_3	6805	12383
4_3_3_3	6812	12079
4_3_3_3	6816	11764
4_3_3_3	7800	12364
4_3_3_3	7798	12049
4_3_3_3	7768	11744
wall_1_1	7131	4970
wall_1_1	7523	4970
wall_1_2	7161	6228
wall_1_2	7559	6228
wall_1_3	7163	8910
wall_1_3	7600	8910
wall_1_4	7198	10595
wall_1_4	7509	10585
path1	8877	12479
dugujian	7137	12173
yangying	7487	12187
