szKey	szId	szGirlId	nTimesType	nReset	nTimes	nItemSend	nItemAccept	nImityLevel	nSure	szSureTip	szUseTip	nVip	nAddImitity	nNotSendMail	nNotConsume	szAliasName
XinDeBook	2900;2901;2902;2903;2904;2905;3691;3724;3702;3703;3704;3705;3706;3707;3708;3725;6098;6099;6993;6994;7497;7498;8320;8321;9785;9790;9786;9791;9787;9792;9788;9793		1	1	999
LevelUpItem	3565		2			1	1	15	1	该道具每个角色[FFFE0D]只能进行一次赠送[-]，对方侠士也仅能接受一次馈赠，是否确定赠送？		6
WaiYiGift	2667;2706;3310;4448;4449;4450;4451;4452;4453;4454;4455;4456;4457;4458;4459;6204;6205;4509;4512;4516;4515;4519;4511;4514;4746;4747;4748;4749;4750;4751;4752;4753;4754;4755;4756;4757;6206;6207;4508;4510;4513;4517;4518;5410;5969;5970;5971;5972;5973;5974;5975;5976;5977;5978;5979;5980;5981;5982;6344;6345;6346;6347;6348;6349;6350;6351;6352;6353;6354;6355;6356;6357;6872;6292;6293;6294;6295;6296;6297;6298;6299;6300;6301;6302;6303;6304;6305;6306;6307;6308;6309;6310;6311;6312;6313;6314;6315;6316;6317;6318;6319;6320;6321;6322;6323;6324;6325;6326;6327;6328;6329;6330;6331;6332;6333;6334;6335;6336;6337;6338;6339;6340;6341;6342;6343;6651;6652;6653;6654;6540;6541;6542;6543;6544;6545;6546;6547;6548;6549;6550;6551;6552;6655;4326;4327;4328;4329;4330;4331;4332;4333;4334;4335;4336;4337;4338;4339;4340;4341;4342;4343;4344;4345;4346;4347;4348;4349;4350;4351;4352;4353;4354;4355;4356;4357;4358;4359;4360;4361;4362;4363;4364;4365;4366;4367;4368;4369;5259;5260;5261;5262;5263;5264;5265;5266;6656;6657;6658;6659;4370;4371;4372;4373;4374;4375;4376;4377;4378;4379;4380;5267;5268;6660;4773;4774;4775;4776;4777;4778;4779;4780;4781;4782;4783;5863;5864;5865;5866;5867;5868;5869;5870;5871;5872;5873;5874;5875;5876;5877;5878;5879;5880;5881;5882;5883;5884;5885;5886;5887;5888;5889;5890;5891;5892;5893;5894;5895;5896;5897;5898;5899;5900;5901;5902;5903;5904;5905;5906;5907;5908;5909;5910;5911;5912;5913;5914;6661;6662;6663;6664;6724;6725;6726;6727;6728;6729;6730;6731;6732;6733;6734;6735;6736;6737;5915;5916;5917;5918;5919;5920;5921;5922;5923;5924;5925;5926;5927;5928;5929;5930;5931;5932;5933;5934;5935;5936;5937;5938;5939;5940;5941;5942;5943;5944;5945;5946;5947;5948;5949;5950;5951;5952;5953;5954;5955;5956;5957;5958;5959;5960;5961;5962;5963;5964;5965;5966;6554;6555;6556;6557;6558;6559;6560;6561;6562;6563;6564;6565;6566;6567;6568;6569;6570;6571;6572;6573;6574;6575;6576;6577;6578;6579;6580;6581;6582;6583;6584;6585;6586;6587;6588;6589;6590;6591;6592;6593;6594;6595;6596;6597;6598;6599;6600;6601;6602;6603;6604;7278;6605;6606;6607;6608;6609;6610;6611;6612;6613;6998;7003;7011;7016;7021;7026;7031;7036;7040;6874;6873;6987;7294;7295;7297;7318;7310;7311;7677;7678;7679;8523;8524;8527;9473;9779;9920;9922;10137;10185;10274;10275;10448;10583;10600;10603;10604;10972;11005;11095;11096;11097;11098;11080;11081;11082;11111;11112;11113;11102;11103;11104;11114;11115;11116;11105;11106;11107;11083;11084;11085;11077;11078;11079;11108;11109;11110;11092;11093;11094;11086;11087;11088;11099;11100;11101;11089;11090;11091;11117;11118;11119;9921;9923;11341;11342;11353;11357;11365;11725;11726;11727;11728;11689;11729;11731;11759;11760;11761;11762;11763;11994;11995;11996;11997;11998;11999;12000;12001;12009;11354;11355;11356;11358;11359;11360;12025		3						1	是否确定赠送？		10
WaiYiGiftBox	6020;6021;6358;6867;6868;7068;7069;7160;7344;7384;7385;7495;4587;4588;7673;7291;8521;9472;9492;9493;10135;10234;10251;10239;10419;10526;4739;7422;10252;10602;10777;10778;8283;10780;10199;10260;10533;10840;11349;11350;11352;11362;11730;11732;11724;11779;11780;11882;11883;11884;11885;11886;11887;11888;11889;11946;11947;11948;11949;11924;11925;11926;11934;11935;11937;11936;11938;11939;11940;11941;11929;11930;11909;11993;11928;11927;11797;11798;11799;11800		3						1	是否确定赠送？	该物品可赠送给好友，若打开了只能自己使用而无法继续赠送，确定自己使用吗？	10
WanJu	11194;11195		3						1	是否确定赠送？
FestivalGiftBox	7350		2	1		10	5	10	1	该物品每个角色每天只能收[FFFE0D]5个[-]，是否确认赠送？
2018SpringMarch_piece1	7619		3						1	是否确定赠送？
2018SpringMarch_piece2	7620		3						1	是否确定赠送？
2018April_piece1	7671		3						1	是否确定赠送？
GoodVoice	7746;7747;7748;7749;7727		3					20	1	是否确定赠送？	该物品可赠送给好友，若打开了只能自己使用而无法继续赠送，确定自己使用吗？
61toubu	7954;9571		3						1	是否确定赠送？		10
AddPlayerAttributeItem	11658		3						1	是否确定赠送？		10
Incompleteticket	8396;8397;8398		2	1		1	1	10	1	是否确定赠送？		6
GMItem	9420;9421;9422;9423;9424;9425;7965;9476;11018;7054;11781;11782;11783;11784;11785;11786;11787;11788		3						1	是否确定赠送？
ZhongqiuTouxiang	6445;9450;6005;9938;10255;3699		3				1		1	是否确定赠送？		6
zhaoqinling	9795;10257;10288		3						1	是否确定赠送？
shengdianling	9850;9851;9852;9853;9854		2	1		3	3	15	1	是否确定赠送？		6				盛典帛书
Daxuezhan2018	10171		3						1	是否确定赠送？	该物品可赠送给好友，若打开了只能自己使用而无法继续赠送，确定自己使用吗？
MenKe_piece1	10195;700001;700002;700003;700004		3						1	是否确定赠送？		6
PetGift	11272;11774;9509;11932;11933		3						1	是否确定赠送？		10
Stone_piece1	10196		3						1	是否确定赠送？
Zhekouquan	10253		3					15	1	是否确定赠送？
Stone_piece2	10277		3						1	是否确定赠送？
Stone_piece3	10278		3						1	是否确定赠送？
Stone_piece4	10554		3						1	是否确定赠送？
Stone_piece5	10555		3						1	是否确定赠送？
Stone_piece6	10556		3						1	是否确定赠送？
Stone_piece7	10961		3						1	是否确定赠送？
Stone_piece8	10962		3						1	是否确定赠送？
Stone_piece9	10963		3						1	是否确定赠送？
Zhekouquan2	10472		3					15	1	是否确定赠送？
DuanShiTouxiang	10473		3				1		1	是否确定赠送？
linshiliao_jd_1	997001		1	1	3				1	是否确定赠送？
linshiliao_jd_2	997002		1	1	999				1	是否确定赠送？
linshiliao_jd_3	997003		1	1	999				1	是否确定赠送？
linshiliao_jd_4	997004		1	1	999				1	是否确定赠送？
linshiliao_jd_5	997005		1	1	999				1	是否确定赠送？
linshiliao_jd_6	997006		1	1	999				1	是否确定赠送？
linshiliao_jd_7	997007		1	1	999				1	是否确定赠送？
linshiliao_jd_8	997008		1	1	999				1	是否确定赠送？
linshiliao_jd_9	997009		1	1	999				1	是否确定赠送？
linshiliao_jd_10	997010		1	1	999				1	是否确定赠送？
linshiliao_jd_11	997011		1	1	999				1	是否确定赠送？
linshiliao_jd_12	997012		1	1	999				1	是否确定赠送？
linshiliao_jd_13	997013		1	1	999				1	是否确定赠送？
linshiliao_jd_14	997014		1	1	999				1	是否确定赠送？
linshiliao_jd_15	997015		1	1	999				1	是否确定赠送？
linshiliao_jd_16	997016		1	1	999				1	是否确定赠送？
linshiliao_jd_17	997017		1	1	999				1	是否确定赠送？
linshiliao_jd_18	997018		1	1	999				1	是否确定赠送？
linshiliao_jd_19	997019		1	1	999				1	是否确定赠送？
linshiliao_jd_20	997020		1	1	999				1	是否确定赠送？
linshiliao_jd_21	997021		1	1	999				1	是否确定赠送？
linshiliao_jd_22	997022		1	1	999				1	是否确定赠送？
linshiliao_jd_23	997023		1	1	999				1	是否确定赠送？
linshiliao_jd_24	997024		1	1	999				1	是否确定赠送？
linshiliao_jd_25	997025		1	1	999				1	是否确定赠送？
linshiliao_jd_26	997026		1	1	999				1	是否确定赠送？
linshiliao_jd_27	997027		1	1	999				1	是否确定赠送？
linshiliao_jd_28	997028		1	1	999				1	是否确定赠送？
linshiliao_jd_29	997029		1	1	999				1	是否确定赠送？
linshiliao_jd_30	997030		1	1	999				1	是否确定赠送？
linshiliao_jd_31	997031		1	1	999				1	是否确定赠送？
linshiliao_jd_32	997032		1	1	999				1	是否确定赠送？
linshiliao_jd_33	997033		1	1	999				1	是否确定赠送？
linshiliao_jd_34	997034		1	1	999				1	是否确定赠送？
linshiliao_jd_35	997035		1	1	999				1	是否确定赠送？
linshiliao_jd_36	997036		1	1	999				1	是否确定赠送？
linshiliao_jd_37	997037		1	1	999				1	是否确定赠送？
linshiliao_jd_38	997038		1	1	999				1	是否确定赠送？
