ClassName	X	Y
Start_Npc1	1999	2726
Start_Npc2	2387	2830
Stage_1_1	1871	3490
Stage_1_1	2091	3537
Stage_1_2	1685	3456
Stage_1_2	2307	3579
Stage_1_3	1697	3982
Stage_1_3	1913	4007
Stage_2_1	2147	6343
Stage_2_1	1499	6321
Stage_2_1	1431	6045
Stage_2_1	2101	6033
Stage_2_2	1783	6072
Stage_2_3	1379	6213
Stage_2_3	2125	6201
Stage_2_4	1480	6516
Stage_2_4	2067	6519
Stage_3_1	4638	5557
Stage_3_1	4377	5435
Stage_3_1	4660	5265
Stage_3_1	4311	5111
Stage_3_1	4583	4961
Stage_3_1	4074	5140
Stage_3_2	4557	5032
Stage_3_3	4953	5318
Stage_3_4	4670	5549
Stage_4_1	5347	5123
Stage_4_1	5559	5344
Stage_4_1	5445	4864
Stage_4_2	5613	5057
Stage_4_3	5133	4862
Stage_4_3	5513	4795
Stage_4_4	5179	5407
Stage_4_4	5587	5442
Stage_5_BOSS	6306	3097
Stage_5_1	5152	2539
Stage_5_1	5671	2020
Stage_5_2	4778	2235
Stage_5_2	5279	1843
wall_1_1	1666	4694
wall_1_2	2374	5415
wall_1_3	3729	5467
wall_1_4	4578	3847
wall_1_4	4954	3836
bianshen	5420	2265
Start_Npc1_1	4961	2264
Start_Npc2_1	5271	2649
