ClassName	X	Y
born_npc1	5430	1449
born_npc2	5614	1389
born_player	5773	1792
guai1	5548	2326
guai1	5265	2478
guai1	4856	2452
guai1	4730	2016
guai1	4757	2267
guai1	5080	2188
guai1	5060	2458
guai1	5311	2161
guai1	4922	2161
guai1	4915	1891
guai1	4744	1713
guai1	4902	1475
guai1	5113	1924
guai1	5291	1924
guai1	5054	1673
guai1	5482	2135
guai1	4592	2188
guai1	4546	1878
guai1	4612	1640
guai1	4612	2504
guai2	2460	1981
guai2	2099	1913
guai2	1527	2749
guai2	1828	2975
guai2	2159	2990
guai2	2400	2802
guai2	2581	2418
guai2	1798	2207
guai3	3953	5368
guai3	4168	4987
guai3	4348	4498
guai3	4952	4512
guai3	4679	4907
guai3	4499	5425
guai3	4614	5626
guai3	4866	5253
guai3	5146	4972
guai3	5247	4728
guai3	4312	5281
guai3	4592	5159
guai3	4413	4915
guai3	4887	4785
guai3	4650	4541
shenmiren	2694	5447
yanruoxue	6634	6870
wanyan1	6127	6141
wanyan2	6040	6084
zhangai1	4194	1907
nangong	6040	6084
zhangai2	2971	1883
zhangai3	1590	3467
shenmiren1	2035	5106
louluo	2148	5300
louluo	1985	5470
louluo	2177	5559
louluo	2295	5385
louluo	2451	5208
louluo	2270	5078
louluo	2528	5056
louluo	2392	4934
zhangai4	2760	5380
qiliu1	2809	5296
