ClassName	X	Y
nangong_end	6027	6079
nangong_end	6789	6719
path1	4761	1635
path1	4548	1731
path1	4360	1791
path1	4147	1838
path1	3870	1838
path1	3621	1820
path1	3383	1838
path1	3121	1841
path1	2904	1830
path1	2634	1873
path1	2371	2015
path1	2229	2182
path1	2130	2345
path1	2027	2459
path2	1480	3361
path2	1682	3528
path2	1856	3656
path2	1981	3798
path2	2123	3929
path2	2226	4071
path2	2151	4288
path2	2009	4440
path2	1906	4579
path2	1878	4710
path3	1945	4834
path3	2030	4962
path3	2130	5119
path4	2243	5175
path4	2385	5214
path4	2510	5275
path4	2641	5360
path11	5081	1564
path11	4889	1671
path11	4626	1728
path11	4438	1809
path11	4207	1845
path11	3941	1855
path11	3653	1887
path11	3440	1891
path11	3181	1894
path11	2883	1898
path11	2687	1912
path11	2453	2054
path11	2314	2214
path11	2204	2384
path11	2130	2498
path22	1484	3293
path22	1700	3485
path22	1782	3656
path22	1995	3762
path22	2151	3886
path22	2293	4071
path22	2219	4316
path22	2101	4451
path22	1995	4604
path22	1981	4732
path_wanyan	6127	6141
path_wanyan	6372	6361
path_wanyan2	6472	6452
path_wanyan2	6802	6725
path_ruoxue1	6402	6452
