TemplateId	Name	Kind	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
583	伙伴装备测试	test33	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
584	伙伴装备测试	test34	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
586	同伴帽子	test36	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
587	同伴项链	test37	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
588	同伴上衣	test38	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
589	同伴下装	test39	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
590	同伴护手	test40	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
591	同伴鞋子	test41	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
592	同伴帽子2	test42	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
593	同伴项链2	test43	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
594	同伴上衣2	test44	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
595	同伴下装2	test45	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
596	同伴护手2	test46	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
597	同伴鞋子2	test47	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
603	初级符文·生命	Rune_1_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
604	中级符文·生命	Rune_1_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
605	高级符文·生命	Rune_1_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
606	强效符文·生命	Rune_1_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
607	特效符文·生命	Rune_1_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
608	完美符文·生命	Rune_1_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
609	初级符文·攻击	Rune_2_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
610	中级符文·攻击	Rune_2_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
611	高级符文·攻击	Rune_2_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
612	强效符文·攻击	Rune_2_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
613	特效符文·攻击	Rune_2_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
614	完美符文·攻击	Rune_2_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
615	初级符文·全抗	Rune_3_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
616	中级符文·全抗	Rune_3_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
617	高级符文·全抗	Rune_3_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
618	强效符文·全抗	Rune_3_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
619	特效符文·全抗	Rune_3_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
620	完美符文·全抗	Rune_3_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
621	初级符文·命中	Rune_4_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
622	中级符文·命中	Rune_4_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
623	高级符文·命中	Rune_4_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
624	强效符文·命中	Rune_4_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
625	特效符文·命中	Rune_4_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
626	完美符文·命中	Rune_4_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
627	初级符文·闪避	Rune_5_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
628	中级符文·闪避	Rune_5_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
629	高级符文·闪避	Rune_5_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
630	强效符文·闪避	Rune_5_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
631	特效符文·闪避	Rune_5_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
632	完美符文·闪避	Rune_5_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
633	初级符文·会心	Rune_6_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
634	中级符文·会心	Rune_6_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
635	高级符文·会心	Rune_6_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
636	强效符文·会心	Rune_6_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
637	特效符文·会心	Rune_6_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
638	完美符文·会心	Rune_6_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
639	初级符文·忽闪	Rune_7_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
640	中级符文·忽闪	Rune_7_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
641	高级符文·忽闪	Rune_7_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
642	强效符文·忽闪	Rune_7_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
643	特效符文·忽闪	Rune_7_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
644	完美符文·忽闪	Rune_7_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
645	初级符文·减会心	Rune_8_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
646	中级符文·减会心	Rune_8_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
647	高级符文·减会心	Rune_8_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
648	强效符文·减会心	Rune_8_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
