TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
3539	达摩·秋叶龙首	PartnerWeapon_SSS1	35	3539	3539		PartnerWeapon	2	达摩的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3540	后羿	PartnerWeapon_SSS2	35	3540	3540		PartnerWeapon	2	后羿的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3541	苏妲己	PartnerWeapon_SSS3	35	3541	3541		PartnerWeapon	2	苏妲己的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3542	鬼谷子·铁力木杖	PartnerWeapon_SSS4	35	3542	3542		PartnerWeapon	2	鬼谷子的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3543	项羽·霸王戟	PartnerWeapon_SSS5	35	3543	3543		PartnerWeapon	2	项羽的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3544	秦始皇·泰阿剑	PartnerWeapon_SSS6	35	3544	3544		PartnerWeapon	2	秦始皇的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
4057	完颜洪烈·金龙御鹰手	PartnerWeapon_SSS11	35	4057	4057		PartnerWeapon	2	完颜洪烈的本命武器，使用后提升同伴属性并使同伴武器发光	3000000	1	1	1000	7	1	1	99999										
3545	武则天·明空栖凤指	PartnerWeapon_SSS7	35	3545	3545		PartnerWeapon	2	武则天的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3546	吕洞宾	PartnerWeapon_SSS8	35	3546	3546		PartnerWeapon	2	吕洞宾的本命武器，使用后提升同伴属性并使同伴武器发光	10000000	1	1	1000	7	1	1	99999										
3547	张三丰·太乙拂尘	PartnerWeapon_SSS9	35	3547	3547		PartnerWeapon	2	张三丰的本命武器，使用后提升同伴属性并使同伴武器发光	15000000	1	1	1000	7	1	1	99999										
