TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
4058	松木床	Furniture_chuang_1	34	4058	4058		FurnitureItem	999	松木制成的床，纹理天然美观，经久耐用，物美而价廉\n\n[FFFE0D]摆放后，可以点击进行使用[-]	600000	1	1	1000	2	1	1	99999	1										
4059	桦木床	Furniture_chuang_2	34	4059	4059		FurnitureItem	999	桦木制成的床，床头系有红结，象征幸福平安\n\n[FFFE0D]摆放后，可以点击进行使用[-]	1500000	1	1	1000	3	1	1	99999	2										
4060	江枫渔火	Furniture_chuang_3	34	4060	4060		FurnitureItem	999	以枫叶之色装饰而成的大床，床头挂以长明灯，祈求夜夜团圆\n\n[FFFE0D]摆放后，可以点击进行使用[-]	3000000	1	1	1000	4	1	1	99999	3										
4061	红鸾栖枝	Furniture_chuang_4	34	4061	4061		FurnitureItem	999	朱红色的大床，床头配以绘有连理枝的画扇，寓意长相厮守\n\n[FFFE0D]摆放后，可以点击进行使用[-]	8000000	1	1	1000	5	1	1	99999	4										
4062	金龙戏珠	Furniture_chuang_5	34	4062	4062		FurnitureItem	999	散发出阵阵清香的厚重木床，以黄金铸成双龙作为装饰，极尽奢华。「红鲤戏明珠，金龙游天云」\n\n[FFFE0D]摆放后，可以点击进行使用[-]	16000000	1	1	1000	6	1	1	99999	5										
10784	罗帐飞阁	Furniture_chuang_6	34	50069	50069		FurnitureItem	999	上等黄花梨木为材料，漆以北海碧胶漆，头尾栏杆弧形上扬，交结为穹顶，有巍阁之势。置身其中，更胜漫步幽林\n\n[FFFE0D]摆放后，可以点击进行使用[-]	32000000	1	1	1000	6	1	1	99999	6										
10785	有凤来仪	Furniture_chuang_7	34	50070	50070		FurnitureItem	999	整块绝品金丝楠木雕成，床头处更有上等和田玉刻而成的双凤盘桓而下。「有凤来仪，箫韶九成」\n\n[FFFE0D]摆放后，可以点击进行使用[-]	64000000	1	1	1000	7	1	1	99999	7										
4063	松木橱柜	Furniture_guizi_1	34	4063	4063		FurnitureItem	999	松木制成的橱柜，纹理天然美观，经久耐用，物美而价廉\n\n[FFFE0D]摆放后，可以点击进行使用[-]	300000	1	1	1000	2	1	1	99999	501										
4064	桦木橱柜	Furniture_guizi_2	34	4064	4064		FurnitureItem	999	桦木制成的橱柜，色泽较深，看上去厚重沉稳，坚固牢靠\n\n[FFFE0D]摆放后，可以点击进行使用[-]	750000	1	1	1000	3	1	1	99999	502										
4065	墨香橱柜	Furniture_guizi_3	34	4065	4065		FurnitureItem	999	以墨蓝色清漆均匀上色的橱柜，隐隐渗出一股淡淡的墨香\n\n[FFFE0D]摆放后，可以点击进行使用[-]	1500000	1	1	1000	4	1	1	99999	503										
4066	幻彩流光橱柜	Furniture_guizi_4	34	4066	4066		FurnitureItem	999	色泽多变明亮的橱柜，光华流转，置身其中，恍如误入仙境\n\n[FFFE0D]摆放后，可以点击进行使用[-]	3000000	1	1	1000	5	1	1	99999	504										
4068	紫檀鎏金橱柜	Furniture_guizi_5	34	4068	4068		FurnitureItem	999	以上等紫檀木制成的橱柜，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用\n\n[FFFE0D]摆放后，可以点击进行使用[-]	6000000	1	1	1000	6	1	1	99999	505										
10786	墨绿镶金橱柜	Furniture_guizi_31	34	50071	50071		FurnitureItem	999	以罕见的上品黄花梨木制成的橱柜，木材榫合处皆镶以黄金，工艺精湛，浑然天成\n\n[FFFE0D]摆放后，可以点击进行使用[-]	12000000	1	1	1000	6	1	1	99999	531										
10787	绛红雕金橱柜	Furniture_guizi_32	34	50072	50072		FurnitureItem	999	绝品金丝楠木与数百块黄金交错打造而成的橱柜，黄金处更由当世第一金匠手工雕刻，木料黄金相得益彰，让人叹为观止\n\n[FFFE0D]摆放后，可以点击进行使用[-]	24000000	1	1	1000	7	1	1	99999	532										
4067	松木书架	Furniture_guizi_6	34	4067	4067		FurnitureItem	999	松木制成的书架，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	506										
4069	桦木书架	Furniture_guizi_7	34	4069	4069		FurnitureItem	999	桦木制成的书架，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	507										
4070	墨香书架	Furniture_guizi_8	34	4070	4070		FurnitureItem	999	以墨蓝色清漆均匀上色的书架，隐隐渗出一股淡淡的墨香	1500000	1	1	1000	4	1	1	99999	508										
4071	幻彩流光书架	Furniture_guizi_9	34	4071	4071		FurnitureItem	999	色泽多变明亮的书架，光华流转，置身其中，恍如误入仙境	3000000	1	1	1000	5	1	1	99999	509										
4072	紫檀鎏金书架	Furniture_guizi_10	34	4072	4072		FurnitureItem	999	以上等紫檀木制成的书架，以黄金描边，高贵大气之余不显粗俗，多为大户人家所用	6000000	1	1	1000	6	1	1	99999	510										
10788	墨绿镶金书架	Furniture_guizi_33	34	50073	50073		FurnitureItem	999	以罕见的上品黄花梨木制成的书架，木材榫合处皆镶以黄金，工艺精湛，浑然天成	12000000	1	1	1000	6	1	1	99999	533										
10789	绛红雕金书架	Furniture_guizi_34	34	50074	50074		FurnitureItem	999	绝品金丝楠木与数百块黄金交错打造而成的书架，黄金处更由当世第一金匠手工雕刻，木料黄金相得益彰，让人叹为观止	24000000	1	1	1000	7	1	1	99999	534										
4073	松木博古架	Furniture_guizi_11	34	4073	4073		FurnitureItem	999	松木制成的博古架，纹理天然美观，经久耐用，物美而价廉	300000	1	1	1000	2	1	1	99999	511										
4074	桦木博古架	Furniture_guizi_12	34	4074	4074		FurnitureItem	999	桦木制成的博古架，色泽较深，看上去厚重沉稳，坚固牢靠	750000	1	1	1000	3	1	1	99999	512										
