TemplateId	Name	Kind	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
3577	铭刻石【战场】	RecordStone_N1	34	27001		RecordStone	3	27001	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在宋金战场中，累计破敌数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3578	铭刻石【攻城战】	RecordStone_N2	34	27002		RecordStone	3	27002	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在攻城战中，累计破敌数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3579	铭刻石【白虎堂】	RecordStone_N3	34	27003		RecordStone	3	27003	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在白虎堂中，累计杀人数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3580	铭刻石【门派竞技】	RecordStone_N4	34	27004		RecordStone	3	27004	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在门派竞技中，累计获得新人王的次数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3581	铭刻石【武林盟主】	RecordStone_N5	34	27005		RecordStone	3	27005	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在武林盟主中，累计抢分成功的次数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3582	铭刻石【历代名将】	RecordStone_N6	34	27006		RecordStone	3	27006	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在历代名将中，累计破敌数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3583	铭刻石【华山论剑】	RecordStone_N7	34	27007		RecordStone	3	27007	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在华山论剑中，累计获胜的次数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
3584	铭刻石【通天塔】	RecordStone_N8	34	27008		RecordStone	3	27008	一种铭刻于武器之上的神奇宝石。铭刻后，可用来记录[FFFE0D]在通天塔中，累计获胜的次数[-]\n\n只能铭刻于6阶或以上的稀有及黄金武器上	1000000	1	2	1000	4	20	1	99999										
230	1级生命宝石	life_stone_1	34	3525		Stone	3	3525	3个同级宝石可合成1个高级宝石	20000	1	2	1000	1	27	1	99999										
231	2级生命宝石	life_stone_2	34	3525		Stone	3	3525	3个同级宝石可合成1个高级宝石	60000	2	2	1000	2	27	1	99999										
