TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
3549	同伴·达摩	Parter_sss_1	34	3549	3549		RandomItem	1	使用后召唤[FFFE0D]神级[-]同伴达摩\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3549									
3550	同伴·后羿	Parter_sss_2	34	3550	3550		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴后羿\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3550									
3551	同伴·苏妲己	Parter_sss_3	34	3551	3551		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴苏妲己\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3551									
3552	同伴·鬼谷子	Parter_sss_4	34	3552	3552		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴鬼谷子\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3552									
3553	同伴·项羽	Parter_sss_5	34	3553	3553		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴项羽\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3553									
3554	同伴·秦始皇	Parter_sss_6	34	3554	3554		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴秦始皇\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3554									
3555	同伴·武则天	Parter_sss_7	34	3555	3555		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴武则天\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3555									
3556	同伴·吕洞宾	Parter_sss_8	34	3556	3556		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴吕洞宾\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3556									
3557	同伴·张三丰	Parter_sss_9	34	3557	3557		RandomItem	1	使用后召唤[FFFE0D]神级[-]同伴张三丰\n[FFFE0D]（不可摆摊出售）[-]	27000000	1	1	100	7	1	0	1	3557									
3558	同伴·西施	Parter_sss_10	34	3558	3558		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴西施\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	3558									
4056	同伴·完颜洪烈	Partner_sss_11	34	4056	4056		RandomItem	1	使用后召唤[FFFE0D]天级[-]同伴完颜洪烈\n[FFFE0D]（不可摆摊出售）[-]	18000000	1	1	100	7	1	0	1	4056									
1374	同伴·高长恭	Parter_s_boss1	34	821	821		RandomItem	1	使用后召唤[ff578c]甲级[-]同伴高长恭\n[FFFE0D]（不可摆摊出售）[-]	1500000	1	1	100	5	1	0	1	1374									
1375	同伴·哲别	Parter_s_boss2	34	822	822		RandomItem	1	使用后召唤[ff578c]甲级[-]同伴哲别\n[FFFE0D]（不可摆摊出售）[-]	1500000	1	1	100	5	1	0	1	1375									
1376	同伴·袁承志	Parter_s_boss3	34	823	823		RandomItem	1	使用后召唤[ff578c]甲级[-]同伴袁承志\n[FFFE0D]（不可摆摊出售）[-]	1500000	1	1	100	5	1	0	1	1376									
1377	同伴·鳌拜	Parter_s_boss4	34	824	824		RandomItem	1	使用后召唤[ff578c]甲级[-]同伴鳌拜\n[FFFE0D]（不可摆摊出售）[-]	1500000	1	1	100	5	1	0	1	1377									
2235	同伴·韩世忠	Parter_mj_boss5	34	2235	2235		RandomItem	1	使用后召唤[ff578c]甲级[-]同伴韩世忠\n[FFFE0D]（不可摆摊出售）[-]	1500000	1	1	100	5	1	0	1	2235									
2236	同伴·秦良玉	Parter_mj_boss6	34	2236	2236		RandomItem	1	使用后召唤[ff578c]甲级[-]同伴秦良玉\n[FFFE0D]（不可摆摊出售）[-]	1500000	1	1	100	5	1	0	1	2236									
1378	同伴·独孤剑	Parter_ss_boss1	34	803	803		RandomItem	1	使用后召唤[ff8f06]地级[-]同伴独孤剑\n[FFFE0D]（不可摆摊出售）[-]	6000000	1	1	100	6	1	0	1	1378									
1398	同伴·荆轲	Parter_ss_boss2	34	809	809		RandomItem	1	使用后召唤[ff8f06]地级[-]同伴荆轲\n[FFFE0D]（不可摆摊出售）[-]	6000000	1	1	100	6	1	0	1	1379									
1399	同伴·李广	Parter_ss_boss3	34	810	810		RandomItem	1	使用后召唤[ff8f06]地级[-]同伴李广\n[FFFE0D]（不可摆摊出售）[-]	6000000	1	1	100	6	1	0	1	1380									
1400	同伴·赵云	Parter_ss_boss4	34	811	811		RandomItem	1	使用后召唤[ff8f06]地级[-]同伴赵云\n[FFFE0D]（不可摆摊出售）[-]	6000000	1	1	100	6	1	0	1	1381									
1401	同伴·李元霸	Parter_ss_boss5	34	1447	1447		RandomItem	1	使用后召唤[ff8f06]地级[-]同伴李元霸\n[FFFE0D]（不可摆摊出售）[-]	6000000	1	1	100	6	1	0	1	1382									
