TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
11375	井水	CookMaterials_1_1	34	90001	90001		RandomItem	1	凿井而出的水，平平无奇，有些清甜\n[64db00]普通食材[-]		1	1	1000	2	1	0	99999	11375	1									
11376	无根水	CookMaterials_1_2	34	90001	90001		RandomItem	1	雨过三旬后接到的水，号约“无根水”\n[11adf6]珍品食材[-]		1	1	1000	3	1	0	99999	11376	1									
11377	天山圣水	CookMaterials_1_3	34	90001	90001		RandomItem	1	天山山麓的冰雪融水，清冽异常，沁人心脾\n[aa62fc]绝品食材[-]		1	1	1000	4	1	0	99999	11377	1									
11378	大米	CookMaterials_2_1	34	90002	90002		RandomItem	1	民间普通稻田出产的寻常大米，不甚香甜，口感却佳\n[64db00]普通食材[-]		1	1	1000	2	1	0	99999	11378	1									
11379	珍珠米	CookMaterials_2_2	34	90002	90002		RandomItem	1	大宋皇室专用贡米，圆润短小，软而有黏性，形如珍珠\n[11adf6]珍品食材[-]		1	1	1000	3	1	0	99999	11379	1									
11380	暹罗香米	CookMaterials_2_3	34	90002	90002		RandomItem	1	胡商从海外传入极稀有的米，米身细长匀称，香气浓郁异常\n[aa62fc]绝品食材[-]		1	1	1000	4	1	0	99999	11380	1									
11381	面粉	CookMaterials_3_1	34	90003	90003		RandomItem	1	以民间普通工艺将未脱皮的小麦磨成的面粉，面色微黄。\n[64db00]普通食材[-]		1	1	1000	2	1	0	99999	11381	1									
11382	石磨面粉	CookMaterials_3_2	34	90003	90003		RandomItem	1	小麦脱皮后以石磨低速慢磨出的面粉，口感柔韧，麦香浓郁\n[11adf6]珍品食材[-]		1	1	1000	3	1	0	99999	11382	1									
11383	麦芯香粉	CookMaterials_3_3	34	90003	90003		RandomItem	1	精选麦粒粉心部分磨成的面粉，面色洁白如雪，做出的面食美味异常\n[aa62fc]绝品食材[-]		1	1	1000	4	1	0	99999	11383	1									
11384	油	CookMaterials_4_1	34	90004	90004		RandomItem	1	民间普通工艺榨出的油，色泽较深，有些许杂质\n[64db00]普通食材[-]		1	1	1000	2	1	0	99999	11384	1									
