TemplateId	Name	Kind	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
9338	7阶武器洗练符	Refine_T7_Weapon_Q1	36	8530		RefineStone	1	8530		500000	7	7	500000	3	80	1	1	1	18								
8920	8阶武器洗练符	Refine_T8_Weapon_Q1	36	8530		RefineStone	1	8530		750000	8	7	750000	3	90	1	1	1	21								
8921	9阶武器洗练符	Refine_T9_Weapon_Q1	36	8530		RefineStone	1	8530		950000	9	7	950000	3	100	1	1	1	24								
8922	10阶武器洗练符	Refine_T10_Weapon_Q1	36	8530		RefineStone	1	8530		1350000	10	7	1350000	3	110	1	1	1	27								
8923	11阶武器洗练符	Refine_T11_Weapon_Q1	36	8530		RefineStone	1	8530		1900000	11	7	1900000	3	120	1	1	1	30								
8924	12阶武器洗练符	Refine_T12_Weapon_Q1	36	8530		RefineStone	1	8530		2350000	12	7	2350000	3	130	1	1	1	33								
8925	13阶武器洗练符	Refine_T13_Weapon_Q1	36	8530		RefineStone	1	8530		2700000	13	7	2700000	3	140	1	1	1	36								
8926	14阶武器洗练符	Refine_T14_Weapon_Q1	36	8530		RefineStone	1	8530		3000000	14	7	3000000	3	150	1	1	1	39								
8927	15阶武器洗练符	Refine_T15_Weapon_Q1	36	8530		RefineStone	1	8530		3600000	15	7	3600000	3	160	1	1	1	42								
8928	16阶武器洗练符	Refine_T16_Weapon_Q1	36	8530		RefineStone	1	8530		3850000	16	7	3850000	3	170	1	1	1	45								
8929	17阶武器洗练符	Refine_T17_Weapon_Q1	36	8530		RefineStone	1	8530		4200000	17	7	4200000	3	180	1	1	1	48								
8930	18阶武器洗练符	Refine_T18_Weapon_Q1	36	8530		RefineStone	1	8530		4600000	18	7	4600000	3	190	1	1	1	51								
8931	19阶武器洗练符	Refine_T19_Weapon_Q1	36	8530		RefineStone	1	8530		4600000	19	7	4600000	3	200	1	1	1	54								
8932	20阶武器洗练符	Refine_T20_Weapon_Q1	36	8530		RefineStone	1	8530		4600000	20	7	4600000	3	210	1	1	1	57								
9339	7阶项链洗练符	Refine_T7_Necklace_Q1	36	8543		RefineStone	1	8543		200000	7	7	200000	3	82	1	1	4	18								
8933	8阶项链洗练符	Refine_T8_Necklace_Q1	36	8543		RefineStone	1	8543		300000	8	7	300000	3	92	1	1	4	21								
8934	9阶项链洗练符	Refine_T9_Necklace_Q1	36	8543		RefineStone	1	8543		380000	9	7	380000	3	102	1	1	4	24								
8935	10阶项链洗练符	Refine_T10_Necklace_Q1	36	8543		RefineStone	1	8543		540000	10	7	540000	3	112	1	1	4	27								
8936	11阶项链洗练符	Refine_T11_Necklace_Q1	36	8543		RefineStone	1	8543		760000	11	7	760000	3	122	1	1	4	30								
8937	12阶项链洗练符	Refine_T12_Necklace_Q1	36	8543		RefineStone	1	8543		940000	12	7	940000	3	132	1	1	4	33								
8938	13阶项链洗练符	Refine_T13_Necklace_Q1	36	8543		RefineStone	1	8543		1080000	13	7	1080000	3	142	1	1	4	36								
8939	14阶项链洗练符	Refine_T14_Necklace_Q1	36	8543		RefineStone	1	8543		1200000	14	7	1200000	3	152	1	1	4	39								
8940	15阶项链洗练符	Refine_T15_Necklace_Q1	36	8543		RefineStone	1	8543		1440000	15	7	1440000	3	162	1	1	4	42								
8941	16阶项链洗练符	Refine_T16_Necklace_Q1	36	8543		RefineStone	1	8543		1540000	16	7	1540000	3	172	1	1	4	45								
8942	17阶项链洗练符	Refine_T17_Necklace_Q1	36	8543		RefineStone	1	8543		1680000	17	7	1680000	3	182	1	1	4	48								
8943	18阶项链洗练符	Refine_T18_Necklace_Q1	36	8543		RefineStone	1	8543		1840000	18	7	1840000	3	192	1	1	4	51								
8944	19阶项链洗练符	Refine_T19_Necklace_Q1	36	8543		RefineStone	1	8543		1840000	19	7	1840000	3	202	1	1	4	54								
8945	20阶项链洗练符	Refine_T20_Necklace_Q1	36	8543		RefineStone	1	8543		1840000	20	7	1840000	3	212	1	1	4	57								
9340	7阶戒指洗练符	Refine_T7_Ring_Q1	36	8556		RefineStone	1	8556		200000	7	7	200000	3	84	1	1	3	18								
