ClassName	X	Y
wall1	2844	2240
wall2	5222	3412
wall3	6368	6539
wall4	8087	5400
guaiwu1	1243	2735
guaiwu1	2034	2753
guaiwu1	1234	2287
guaiwu1	2034	2296
guaiwu1	1221	1909
guaiwu1	2039	1904
guaiwu1	856	2335
guaiwu1	2348	2300
guaiwu2	4862	2487
guaiwu2	4875	1778
guaiwu2	5193	2113
guaiwu2	5510	2435
guaiwu2	5528	1756
guaiwu2	5889	2139
guaiwu2	5123	2814
guaiwu2	5197	1513
guaiwu3	4868	6173
guaiwu3	5316	6159
guaiwu3	5773	6159
guaiwu3	4741	6621
guaiwu3	5275	6594
guaiwu3	5814	6598
guaiwu3	4913	7029
guaiwu3	5511	6988
guaiwu4	8635	6223
guaiwu4	9110	6218
guaiwu4	9504	6227
guaiwu4	9979	6209
guaiwu4	8562	4738
guaiwu4	9056	4724
guaiwu4	9581	4710
guaiwu4	10029	4738
shouling1	10060	5458
shouling2	9385	6007
shouling3	9403	4886
dugujian	9394	5440
