ClassName	X	Y
boss	6230	5907
bubing1	4398	7214
bubing2	4772	7875
bubing3	5239	8383
bubing4	5854	8799
bubing5	6711	8840
bubing6	7265	8332
bubing7	7675	7686
bubing8	8111	7152
qibing1	5137	6363
qibing2	7547	6419
qibing3	4603	5711
qibing4	7901	5686
qibing5	2921	6070
qibing6	3388	4896
qibing7	8629	5050
qibing8	9296	5911
shibei1	3605	8608
shibei2	8164	8620
shibei3	3369	3588
shibei4	9562	4315
wall1	3357	9146
wall2	8796	9369
wall0	6237	3854
wall3	2816	2837
wall4	9482	3815
huifu1	3336	8157
huifu1	3201	7718
huifu1	4654	9331
huifu1	5070	8995
huifu1	3017	6994
huifu2	6857	9497
huifu2	7282	9472
huifu2	9478	7581
huifu2	9225	6756
huifu2	9478	6378
huifu3	2417	4860
huifu3	2065	4055
huifu3	4286	3609
huifu3	2589	3887
huifu3	3612	3283
huifu4	7333	4335
huifu4	7680	3971
huifu4	7839	3662
huifu4	8378	3925
huifu4	9930	4607
fenshen1	2776	10079
fenshen2	9724	10025
fenshen3	2356	2393
fenshen4	9204	2812
fazhen1	4955	5887
fazhen2	6269	8822
fazhen3	7180	5784
fazhen4	8736	6697
wushi1	4957	6200
wushi2	6261	9167
wushi3	7169	6119
wushi4	8735	7019
chuansong	6245	3723
jineng1	2201	10784
jineng1	2733	10767
jineng1	2346	10340
jineng1	3020	10343
jineng1	2124	9802
jineng1	2713	9947
jineng1	3302	9905
jineng1	2497	9389
jineng1	2958	9603
jineng1	3416	9557
jineng1	3157	9227
jineng1	2443	9900
jineng1	2692	10428
jineng1	2491	10867
jineng1	3015	9975
jineng1	3389	10172
jineng1	2818	9308
jineng1	2661	9652
jineng1	2464	10598
jineng1	2324	9577
jineng1	2865	10203
jineng1	3253	9556
jineng2	9044	10528
jineng2	9591	10535
jineng2	9968	10191
jineng2	9287	10187
jineng2	8921	9836
jineng2	9388	9611
jineng2	9715	9868
jineng2	10244	9781
jineng2	9968	9353
jineng2	9613	9071
jineng2	9178	9310
jineng2	10686	10207
jineng2	10319	10094
jineng2	10113	10427
jineng2	9618	10213
jineng2	9306	10529
jineng2	8906	10225
jineng2	9243	9897
jineng2	9034	9590
jineng2	9589	9337
jineng2	9884	9602
jineng2	9985	9065
jineng2	10000	9936
jineng2	9368	9118
jineng2	9481	9974
jineng2	9688	9588
jineng2	9120	10735
jineng2	9462	10728
jineng2	9455	10353
jineng2	9818	10408
jineng2	10138	9597
jineng2	10557	9749
jineng3	2078	2692
jineng3	2693	2669
jineng3	2062	2195
jineng3	2678	2153
jineng3	1868	2459
jineng3	2356	2590
jineng3	2382	2248
jineng3	2906	2369
jineng3	2688	2454
jineng3	2125	2423
jineng3	2253	2844
jineng3	2474	1986
jineng3	2164	2002
jineng3	2495	2795
jineng3	2526	2508
jineng4	9303	3346
jineng4	8927	2827
jineng4	9326	2389
jineng4	9682	2810
jineng4	8928	3164
jineng4	8699	2869
jineng4	8869	2523
jineng4	9197	2604
jineng4	9195	2981
jineng4	9434	3077
jineng4	9441	2798
jineng4	9512	2518
jineng4	9065	2327
jineng4	9662	3049
jineng4	9152	2781
jineng4	9090	3330
xunluo1_1_1	2201	10784
xunluo1_1_2	2733	10767
xunluo1_2_1	2346	10340
xunluo1_3_1	3020	10343
xunluo1_4_1	2124	9802
xunluo2_1_1	9044	10528
xunluo2_1_2	9591	10535
xunluo2_2_1	9968	10191
xunluo2_3_1	9287	10187
xunluo2_4_1	8921	9836
xunluo3_1_1	2078	2692
xunluo3_1_2	2693	2669
xunluo3_2_1	2062	2195
xunluo3_3_1	2678	2153
xunluo3_4_1	1868	2459
xunluo4_1_1	9303	3346
xunluo4_1_2	8927	2827
xunluo4_2_1	9326	2389
xunluo4_3_1	9682	2810
xunluo4_4_1	8928	3164
