ClassName	X	Y
1_3_skill_A_1	11538	19543
1_3_skill_A_1	12896	20753
1_3_skill_A_2	12697	21180
1_3_skill_A_2	11198	20051
1_3_skill_A_3	11722	21177
1_3_skill_A_3	12902	20172
1_3_skill_A_4	11511	20901
1_3_skill_A_4	12731	19839
1_3_skill_A_5	11269	20662
1_3_skill_A_5	12341	19543
1_4_skill_A_1	16546	21137
1_4_skill_A_1	17864	19873
1_4_skill_A_2	17582	19513
1_4_skill_A_2	16280	20650
1_4_skill_A_3	17306	21205
1_4_skill_A_3	16055	19957
1_4_skill_A_4	16411	19590
1_4_skill_A_4	17740	20804
1_4_skill_A_5	17255	19358
1_4_skill_A_5	16938	21222
1_5_skill_A_1	21255	21046
1_5_skill_A_1	22519	20015
1_5_skill_A_2	20926	20613
1_5_skill_A_2	22018	19517
1_5_skill_A_3	22218	20978
1_5_skill_A_3	20773	19999
1_5_skill_A_4	21207	19509
1_5_skill_A_4	22467	20272
1_5_skill_A_5	21749	21074
1_5_skill_A_5	22359	19702
