Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId
yewai_180_1	漠北苍狼		3800	50		190	4997	13989	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	4810	13818	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	4660	13564	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	4947	13601	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5160	13776	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5297	14014	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5601	13960	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5726	13685	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5501	13735	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5160	13518	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5484	13493	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5688	13281	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5509	13185	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	4822	13414	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	4756	13210	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5012	13346	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5262	13269	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	4907	13105	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5117	13083	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	5367	13637	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	6991	14867	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	6848	14638	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	7315	14858	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	7411	14555	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	7255	14659	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	7012	14638	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	6857	14395	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	6809	14097	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
yewai_180_1	漠北苍狼		3800	50		190	6848	13824	0	0	-1	0	0	-1	0	0	0	0	0	0	0	
