ClassName	X	Y
yangyingfeng	3564	4562
guaiwu1	1801	2458
guaiwu1	2025	2468
guaiwu1	2280	2380
guaiwu1	2498	2368
guaiwu2	2528	2675
guaiwu2	2532	2306
guaiwu2	2699	2645
guaiwu2	2695	2376
guaiwu3	5080	2912
guaiwu3	5199	2669
guaiwu3	5344	2378
guaiwu3	5149	3084
guaiwu3	5530	2274
guaiwu4	4666	2889
guaiwu4	5017	3002
guaiwu4	4590	3063
guaiwu4	4894	3207
guaiwu5	2702	5173
guaiwu5	2473	4695
guaiwu5	2166	4681
guaiwu5	2308	5089
guaiwu5_1	2586	5358
guaiwu6	2042	4886
guaiwu6	2239	4698
guaiwu6	2415	4490
guaiwu6	2685	5486
guaiwu6	2861	5283
guaiwu6	2954	5086
shouling	2530	4987
xiangzi	2147	5157
path1	2822	4814
path2	2198	5118
nancm1	1925	2350
nancm1	2328	2254
nvcm1	2111	2039
nancm2	5277	2952
nancm2	5375	2717
nancm2	5465	2481
nvcm2	5706	2866
nvcm2	5733	2604
