Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
task_yangyingfeng	杨影枫		731	41	100		99	9350	7880	52	-1	0	0		0	0	0	0	0	0	0	0
task_nalanzhen	纳兰真		721	41	100		99	8060	8100	32	-1	0	0		0	0	0	0	0	0	0	0
syy_yaocao	紫澜草		1276	41	100		99	11880	9580	40	-1	0	0		0	0	0	0	0	0	0	0
syy_xiangzi2	货物箱		1284	22	100		99	3100	11500	40	-1	0	0		0	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	3739	12967	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4020	12718	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4109	13024	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	9619	13522	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	8876	14118	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	9166	14246	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	9333	13854	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	9138	13701	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	12045	12889	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	12331	12725	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	12588	12931	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	11029	11197	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7509	9413	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4955	8926	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5289	8887	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4876	8123	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4588	8150	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4486	8493	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4624	8788	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5561	8725	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5648	8402	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5179	8107	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5526	8170	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5077	8489	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5305	8639	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4793	8595	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4813	8335	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	5333	8359	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6709	12580	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7078	12585	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6945	13376	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6616	13403	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6398	13158	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6865	13176	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6438	12825	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6638	12994	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6843	12843	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7950	9707	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7660	9809	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7317	9842	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6994	9687	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	6932	9380	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7043	9135	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7337	9057	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7680	9074	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7966	9119	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	8032	9392	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7251	9568	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7292	9270	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7836	9294	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	7717	9593	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4194	10728	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4719	10439	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	4745	10153	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	3889	9868	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_10_1	大刀马贼		1749		50		20	3684	10051	0	-1	0	0		-1	0	0	0	0	0	0	0
