Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
yewai_80_1	地痞		1855	50		90	3453	14213	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3586	13793	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3938	14024	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3402	13885	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4214	13535	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4389	13753	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4254	14107	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3729	13483	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4031	13640	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3865	13802	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3655	14055	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3415	13539	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4057	14275	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3747	14289	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4166	13912	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3132	12406	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	2666	11557	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3563	11719	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3509	12056	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3264	12094	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	2883	12056	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3487	12355	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	2768	12351	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	2850	11308	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3184	11287	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3513	11380	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3318	11688	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5130	11919	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5130	12406	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4807	12392	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4961	12156	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4598	12592	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4952	12679	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5316	12585	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4798	11922	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5206	10347	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5309	11673	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4556	11679	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4914	10486	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	4950	10188	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5130	10638	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5823	10500	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5829	10267	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	5527	10381	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	2966	11597	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	3094	11876	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	2645	11995	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7647	12477	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7937	12003	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7680	11895	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7197	12259	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7449	11668	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7294	12489	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	7024	12471	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13926	13764	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	14166	13122	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13833	12689	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13934	12962	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13629	12926	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13328	13355	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13278	13688	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13491	12688	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	14171	12806	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	14132	13546	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13618	13791	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13804	13146	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13958	13344	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13815	13538	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13586	13546	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_1	地痞		1855	50		90	13570	13269	0	-1	0	0		-1	0	0	0	0	0	0	0
