ClassName	X	Y
TeamFuben3_1_1	4468	4883
TeamFuben3_1_1	4735	5027
TeamFuben3_1_1	4554	4581
TeamFuben3_1_1	4854	4645
TeamFuben3_1_1	5002	4858
TeamFuben3_1_2_Elite	4710	4801
TeamFuben3_1_3	3907	4998
TeamFuben3_1_3	4158	4741
TeamFuben3_1_3	4404	4540
TeamFuben3_1_3	4608	5651
TeamFuben3_1_3	4870	5455
TeamFuben3_1_3	4974	5123
TeamFuben3_Leader_1	7008	4078
TeamFuben3_Area1_1	7267	3701
TeamFuben3_Area1_1	7598	3917
TeamFuben3_Area1_1	7478	4345
TeamFuben3_Area1_1	7209	4282
TeamFuben3_Area1_1	7055	3927
TeamFuben3_Area1_Fenshen1	7372	4008
TeamFuben3_Area1_2	6627	4532
TeamFuben3_Area1_2	7036	4537
TeamFuben3_Area1_2	6545	4869
TeamFuben3_Area1_2	7113	4840
TeamFuben3_Area1_3	6473	3922
TeamFuben3_Area1_3	6853	3777
TeamFuben3_Area1_3	6242	3753
TeamFuben3_Area1_3	6853	3499
TeamFuben3_Fenshen1	6669	3872
TeamFuben3_Fenshen1	7122	3875
TeamFuben3_Fenshen1	6869	4726
TeamFuben3_Fenshen1	7316	4541
TeamFuben3_Area1_Fenshen2	6467	3708
TeamFuben3_Area1_Fenshen3	7185	4649
TeamFuben3_Fenshen2	6186	3935
TeamFuben3_Fenshen2	6397	3638
TeamFuben3_Fenshen2	6780	3514
TeamFuben3_Fenshen3	6867	4839
TeamFuben3_Fenshen3	7292	4773
TeamFuben3_Fenshen3	7498	4488
TeamFuben3_Dugujian	6195	2131
TeamFuben3_2_1	5706	1988
TeamFuben3_2_1	5930	1706
TeamFuben3_2_1	5554	1858
TeamFuben3_2_1	5589	1650
TeamFuben3_2_1	5810	1582
TeamFuben3_2_2_Elite	5740	1749
TeamFuben3_2_3	5640	2157
TeamFuben3_2_3	5921	2420
TeamFuben3_2_3	5627	2469
TeamFuben3_2_3	6148	1634
TeamFuben3_2_3	6431	1637
TeamFuben3_2_3	6574	1895
TeamFuben3_Leader_2	4090	3070
TeamFuben3_SkillNpc1	4327	2942
TeamFuben3_Area2_1	3932	3271
TeamFuben3_Area2_1	3794	2944
TeamFuben3_Area2_1	4325	3449
TeamFuben3_Area2_1	4421	2430
TeamFuben3_Area2_1	4827	2717
TeamFuben3_Area2_1	4909	3093
TeamFuben3_Area2_2	3837	2806
TeamFuben3_Area2_2	4203	2829
TeamFuben3_Area2_2	4252	2486
TeamFuben3_Area2_2	4559	3126
TeamFuben3_Area2_2	4464	3383
TeamFuben3_Area2_2	4833	3195
TeamFuben3_Area2_Elite	4045	2591
TeamFuben3_Area2_Elite	4708	3288
TeamFuben3_3_1	2534	904
TeamFuben3_3_1	2730	714
TeamFuben3_3_1	2725	1021
TeamFuben3_3_1	3020	896
TeamFuben3_3_1	2997	677
TeamFuben3_3_2_Elite	2829	827
TeamFuben3_3_3	2364	1267
TeamFuben3_3_3	2641	1341
TeamFuben3_3_3	2758	1605
TeamFuben3_3_3	3101	721
TeamFuben3_3_3	3185	1010
TeamFuben3_3_3	3449	1056
TeamFuben3_4_1	1147	2488
TeamFuben3_4_1	1324	2597
TeamFuben3_4_2	928	2597
TeamFuben3_4_2	1063	2832
TeamFuben3_4_2	1352	2846
TeamFuben3_4_3	1160	2665
TeamFuben3_4_4	1023	2248
TeamFuben3_4_4	1217	2096
TeamFuben3_4_4	861	2166
TeamFuben3_4_4	1137	1912
TeamFuben3_4_5	1008	2036
TeamFuben3_4_6	1499	2667
TeamFuben3_4_6	1703	2475
TeamFuben3_4_6	1875	2567
TeamFuben3_4_6	1549	2844
TeamFuben3_4_7	1691	2635
TeamFuben3_BOSS	1843	5668
TeamFuben3_Area3_1	1395	6161
TeamFuben3_Area3_1	1154	5623
TeamFuben3_Area3_1	1415	5062
TeamFuben3_Area3_1	2199	6210
TeamFuben3_Area3_1	2527	5639
TeamFuben3_Area3_1	2396	5088
TeamFuben3_Area3_Bianshen	1834	6145
TeamFuben3_Area3_2	1450	6221
TeamFuben3_Area3_2	2148	6232
TeamFuben3_Area3_2	1141	5861
TeamFuben3_Area3_2	2448	5881
TeamFuben3_Area3_2	1640	4931
TeamFuben3_Area3_2	2471	5342
TeamFuben3_Area3_2	2215	4951
TeamFuben3_Area3_2	1208	5286
wall_1_1	5587	4641
wall_1_2	6946	3340
wall_1_3	4961	2693
wall_1_4	3955	2357
wall_1_5	1808	1907
wall_1_6	1846	2992
TeamFuben3_Jiguang1	2312	6056
TeamFuben3_Jiguang2	1248	5482
TeamFuben3_jiguan	2140	3563
TeamFuben3_Xiyou	1103	2361
TeamFuben3_Quxia	1395	2555
