Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId
yewai_120_3	摸金校尉		2705	50		130	4382	13532	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4081	13504	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	3713	13523	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4236	13757	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	3897	13770	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	3894	14185	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4071	14008	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4258	14188	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4474	14071	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4464	13808	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4103	14432	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	3634	14115	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	3600	13797	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	3787	14402	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	4411	14396	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	6194	13599	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5956	13505	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	6019	13787	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5644	13773	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5692	14249	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5833	14003	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	6192	14424	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	6035	14204	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5851	14468	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	6230	14157	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5431	14092	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5443	13787	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5505	14418	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	5612	13552	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	6244	13888	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	8028	14118	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7940	13523	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7591	13494	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7198	13837	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7230	14133	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7474	13752	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7828	13737	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7644	13942	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7814	14145	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7500	14150	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7286	14397	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7943	14388	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	8025	13787	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7286	13558	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	7639	14445	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9060	14383	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9798	14067	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9787	13762	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9617	14169	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9411	13973	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9224	14202	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9766	14386	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9007	13818	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9699	13525	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9385	13507	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9072	13548	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	8978	14087	0	-1	0	0		-1	0	0	0	0	0	0	0	
yewai_120_3	摸金校尉		2705	50		130	9259	13747	0	-1	0	0		-1	0	0	0	0	0	0	0	
