Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
yewai_80_3	鬼面侍卫		1857	50		90	3047	10806	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3508	11694	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3855	11227	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3324	11270	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3034	11439	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	2788	11304	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	2838	10985	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3177	11701	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	2819	11628	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3096	11077	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3771	11532	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3334	9241	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3030	9780	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3380	9844	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3422	9009	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	4025	9549	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3747	9616	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3570	9439	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3283	9587	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3094	9051	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3797	9030	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3983	9245	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3730	9275	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3738	9844	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	4008	9802	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	3022	9422	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5443	11291	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5506	11000	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6442	11166	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6522	11484	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6003	11112	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5779	11256	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5376	11565	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5510	11847	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6218	11229	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6303	11520	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6155	11712	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6178	11981	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6066	11444	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6415	11775	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5878	11591	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5654	11511	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5869	11793	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5824	11999	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6232	10970	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5905	10908	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5398	9403	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5450	9019	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5422	9810	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5766	8975	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6130	8999	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6414	9075	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6434	9395	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5642	9623	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6150	9638	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6082	9858	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5678	9239	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6154	9219	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5906	9411	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	6402	9722	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	5759	9869	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7777	12442	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7357	12062	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7422	11683	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7589	12203	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	8066	11928	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7769	11646	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	8073	11683	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	8330	11697	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	8308	12033	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7876	12107	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7437	12396	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7683	11920	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	7938	12329	0	-1	0	0		-1	0	0	0	0	0	0	0
yewai_80_3	鬼面侍卫		1857	50		90	8328	12333	0	-1	0	0		-1	0	0	0	0	0	0	0
